iso3,year,exchange_rate,GDP-CAP,gdp_ppp_current_usd,GDP-PPP-CAP,gdp_current_usd,GDP-VOL,population,total_exports_usd_k,total_imports_usd_k,tariff_ahs_weighted,tariff_mfn_weighted
ABW,2005,1.79,25045.286193,3875.602152,41129.174912,2360.017318,2924.433359,0.09423,,,,
ABW,2006,1.79,25890.742794,3919.296161,41085.999015,2469.782682,2957.403776,0.0953925,,,,
ABW,2007,1.79,27722.585244,4040.384536,41831.556379,2677.641341,3048.774063,0.096587,,,,
ABW,2008,1.79,29068.443487,4114.556125,42069.190324,2843.024581,3104.742106,0.0978045,,,,
ABW,2009,1.79,25789.249193,3634.068874,36698.313808,2553.793296,2742.178332,0.0990255,,,,
ABW,2010,1.79,24508.155314,3534.733211,35307.258372,2453.597207,2667.222102,0.1001135,,,,
ABW,2011,1.79,26122.332102,3653.82679,36183.309633,2637.859218,2757.087166,0.100981,,,,
ABW,2012,1.79,25698.883981,3615.797756,35531.381645,2615.20838,2728.391399,0.1017635,,,,
ABW,2013,1.79,26598.247042,3848.347132,37523.800132,2727.849721,2903.867396,0.1025575,,,,
ABW,2014,1.79,26997.989997,3787.290232,36637.309072,2790.849721,2857.795372,0.1033725,,,,
ABW,2015,1.79,28439.040961,3763.67172,36125.063901,2962.907263,2839.973428,0.1041845,,,,
ABW,2016,1.79,28421.934395,3828.392725,36469.045215,2983.635196,2888.810295,0.1049765,,,,
ABW,2017,1.79,29248.221185,4098.23826,38761.17355,3092.42905,3092.42905,0.1057305,,,,
ABW,2018,1.79,30781.948643,4195.847236,39422.797993,3276.184358,3166.082364,0.106432,,,,
ABW,2019,1.79,31713.912389,4099.22372,38283.310172,3395.798883,3093.172654,0.107076,,,,
ABW,2020,1.79,23825.832319,3116.124098,29014.055782,2558.906304,2351.350037,0.1074005,,,,
ABW,2021,1.79,28851.262593,3977.40076,36979.125309,3103.184102,3001.248066,0.107558,,,,
ABW,2022,1.79,32887.752946,4393.369954,40761.62953,3544.707788,3315.128114,0.107782,,,,
ABW,2023,1.79,36471.467326,4626.674136,42863.983991,3936.675476,3491.173669,0.1079385,,,,
ABW,2024,,37649.986305,4677.118283,43280.402006,4068.664595,3529.237572,0.1080655,,,,
AES,2005,,1838.4295663,3961331.606,7685.8393816,947538.5556,1517277.947,515.406504,,,,
AES,2006,,2175.0716887,4192709.984,8022.4304071,1136743.396,1608120.323,522.623416,,,,
AES,2007,,2557.8972306,4464874.13,8418.4740984,1356622.238,1714469.474,530.3662015,,,,
AES,2008,,2918.1781934,4665763.598,8668.687058,1570656.49,1788235.744,538.2318645,,,,
AES,2009,,2848.9019298,4772266.429,8743.6627917,1554922.618,1824960.509,545.7971725,,,,
AES,2010,,3551.7177233,5126363.998,9265.9965373,1964969.207,1967632.177,553.2447565,,,,
AES,2011,,4047.6865745,5375603.97,9587.5203473,2269487.754,2063494.14,560.6876205,,,,
AES,2012,,4235.3937321,5704579.825,10039.019687,2406723.205,2188094.407,568.240725,,,,
AES,2013,,4322.708423,5991790.063,10408.042573,2488533.381,2297505.709,575.688466,,,,
AES,2014,,4310.2685725,6270505.934,10759.378202,2512000.615,2402763.952,582.794453,,,,
AES,2015,,4154.4065742,6576898.8,11153.726471,2449684.568,2517065.357,589.659323,,,,
AES,2016,,4321.5755855,6908660.975,11584.864845,2577181.607,2641582.201,596.3523155,,,,
AES,2017,,4617.1006699,7283478.671,12081.647485,2783441.107,2783441.107,602.854758,,,,
AES,2018,,4900.575737,7669033.63,12593.276218,2984344.938,2927550.211,608.978434,,,,
AES,2019,,5143.1555444,8024748.224,13052.208052,3162110.821,3057014.984,614.8192085,,,,
AES,2020,,4834.8735931,7743857.676,12486.095079,2998581.442,2944585.003,620.198519,,,,
AES,2021,,5275.0219522,8033300.725,12857.856067,3295715.666,3062674.557,624.777621,,,,
AES,2022,,5635.3126695,8493802.24,13496.858954,3546397.835,3234616.794,629.3169595,,,,
AES,2023,,5817.9658952,8849614.543,13955.297592,3689405.78,3363910.133,634.1401525,,,,
AES,2024,,6183.0521194,9259688.13,14495.759857,3949646.992,3514766.667,638.7859775,,,,
AFA,2005,,763.99765766,127936.1321,3173.4565621,30800.13964,57774.61792,40.3144425,,,,
AFA,2006,,1037.2474104,134070.8199,3252.460124,42756.7458,60424.48613,41.221357,,,,
AFA,2007,,1148.1874926,136447.1609,3236.8261672,48401.4017,61291.37129,42.154615,,,,
AFA,2008,,1301.1346512,141888.0982,3294.3130326,56040.67353,63303.57655,43.070618,,,,
AFA,2009,,1264.6395375,150741.0448,3421.7155719,55712.72105,67382.18438,44.05423,,,,
AFA,2010,,1524.4816377,164809.2146,3655.8279779,68725.50429,73824.53772,45.081228,,,,
AFA,2011,,1780.4679564,183109.8676,3971.2724308,82094.90974,81762.16464,46.108614,,,,
AFA,2012,,1894.1974851,200508.1023,4255.0532084,89259.03497,89577.91333,47.122349,,,,
AFA,2013,,2368.5284466,210800.9586,4381.8639591,113944.2191,93906.94814,48.1076,,,,
AFA,2014,,2180.9615577,217611.2718,4432.5368875,107072.2772,96988.56463,49.094069,,,,
AFA,2015,,1908.7784996,222209.6559,4437.236596,95588.55031,99029.06484,50.078388,,,,
AFA,2016,,1998.7598346,225807.7105,4420.5945275,102098.3443,100378.6177,51.0808465,,,,
AFA,2017,,2025.3120946,238177.9045,4572.6261201,105493.9936,105493.9936,52.0877715,,,,
AFA,2018,,2505.8047472,249873.4148,4707.0605471,133020.1689,110473.9587,53.08481,,,,
AFA,2019,,2231.9057839,259145.7276,4791.0689305,120722.2974,114113.1955,54.089334,,,,
AFA,2020,,2106.8421714,251349.8198,4560.0171675,116129.9137,110114.4761,55.120367,,,,
AFA,2021,,2422.4890406,263829.8862,4697.0487894,136069.4846,115575.8422,56.169288,,,,
AFA,2022,,2308.4638355,274506.0465,4797.0689925,132098.8466,120414.8769,57.223702,,,,
AFA,2023,,2386.0897765,283600.0226,4865.0878749,139092.0641,124585.5648,58.292888,,,,
AFA,2024,,2411.3914816,292699.9121,4928.699854,143204.9213,128655.3376,59.3868405,,,,
AFG,2005,49.4945975,254.18424744,32762.11993,1342.4585624,6203.256497,8286.288547,24.404567,,,,
AFG,2006,49.925330833,274.21855016,34517.31881,1357.6616784,6971.758333,8730.21844,25.4240945,,,,
AFG,2007,49.96201777,376.22314882,39289.7936,1516.403629,9747.886105,9937.286338,25.909852,,,,
AFG,2008,50.249614744,381.73323472,40831.91165,1541.8379513,10109.29696,10327.32322,26.482622,,,,
AFG,2009,50.325,452.05371072,49566.0733,1804.6272459,12416.15265,12536.39222,27.4661005,,,,
AFG,2010,46.452461001,560.6215134,56684.97157,2004.1293383,15856.6685,14336.92422,28.2840885,,,,
AFG,2011,46.74700774,606.69468192,56926.65065,1939.7307159,17805.09837,14398.05038,29.347708,,,,
AFG,2012,50.9214,651.4171388,64186.10058,2100.3281796,19907.32991,16234.1311,30.560034,,,,
AFG,2013,55.3775,637.08710299,67781.00017,2143.4283472,20146.41688,17143.36333,31.622704,,,,
AFG,2014,57.2475,625.05494316,69627.72292,2123.2804478,20497.1286,17610.4417,32.792523,,,,
AFG,2015,61.14346154,565.56974188,70638.24027,2087.9266394,19134.22175,17866.02462,33.8317635,,,,
AFG,2016,67.866085769,522.08221573,72234.88644,2081.6603016,18116.5724,18269.85292,34.700612,,,,
AFG,2017,68.02690408,525.46977859,74146.9462,2077.5892371,18753.45651,18753.45651,35.6889345,,,,
AFG,2018,72.083247177,491.33722281,75028.72254,2041.9846747,18053.22274,18976.47789,36.743039,,,,
AFG,2019,77.737949178,496.60250241,77963.54862,2059.470082,18799.44442,19718.76244,37.856121,,,,
AFG,2020,76.81353644,510.78706357,76130.5471,1948.6188032,19955.92906,19255.15449,39.068979,,,,
AFG,2021,,356.65881216,60341.95523,1508.5333429,14266.49943,15261.85893,40.000412,,,,
AFG,2022,,351.57482882,56576.40729,1394.2341502,14266.49943,14309.46583,40.578842,,,,
AFG,2023,,344.14622316,56576.40729,1364.7746586,14266.49943,14309.46583,41.454761,,,,
AFG,2024,,334.52141641,56576.40729,1326.6057308,14266.49943,14309.46583,42.647492,,,,
AFN,2005,,2123.8022387,1605973.67,9994.6914,341258.2079,451610.6389,160.682667,,,,
AFN,2006,,2415.8830717,1697548.985,10387.536705,394807.7367,476186.9001,163.4217075,,,,
AFN,2007,,2763.6356926,1795881.382,10805.661429,459311.2527,501658.4009,166.198191,,,,
AFN,2008,,3354.9633091,1886203.493,11156.571989,567212.1794,522801.7328,169.066582,,,,
AFN,2009,,3091.0054742,1940732.658,11280.691201,531777.2788,533815.3449,172.0402255,,,,
AFN,2010,,3441.4093721,2028540.195,11584.036458,602642.8926,556862.7024,175.1151425,,,,
AFN,2011,,3606.0561493,1966649.934,11040.019861,642376.5697,524129.1668,178.1382605,,,,
AFN,2012,,4052.7144284,2105022.163,11607.422718,734965.3665,576250.279,181.351383,,,,
AFN,2013,,3989.4012305,2120417.692,11462.876894,737964.564,575192.1286,184.9812845,,,,
AFN,2014,,3955.5775534,2145523.8,11373.641616,746180.1655,575659.1918,188.640004,,,,
AFN,2015,,3644.1627282,2225831.669,11583.308419,700257.0003,595661.7645,192.158543,,,,
AFN,2016,,3568.6973882,2295988.925,11733.411751,698321.1579,611072.4719,195.6795665,,,,
AFN,2017,,3244.2459819,2411110.421,12102.691088,646321.9823,646321.9823,199.2210165,,,,
AFN,2018,,3376.4740786,2513669.478,12404.517363,684213.6285,671678.6948,202.6414575,,,,
AFN,2019,,3548.1928924,2589877.942,12579.262796,730518.6842,684028.0595,205.8847155,,,,
AFN,2020,,3542.5889478,2540468.262,12157.626252,740262.4987,652887.9196,208.9608785,,,,
AFN,2021,,3853.7798308,2668428.711,12595.462675,816447.7171,693212.4335,211.856347,,,,
AFN,2022,,4165.9630433,2795555.544,13016.639414,894714.8885,719999.4086,214.767841,,,,
AFN,2023,,3898.4527242,2904789.078,13329.698664,849545.3033,749190.8566,217.9185855,,,,
AFN,2024,,3787.3826423,3001935.81,13577.775655,837359.5108,775940.3899,221.09187,,,,
AFR,2005,,2163.4689334,7949479.377,6997.3704712,2457844.949,3290509.662,1136.066671,,,,
AFR,2006,,2477.8453164,8408849.489,7211.0428786,2889433.425,3484697.163,1166.107265,,,,
AFR,2007,,2834.2107825,8874826.266,7414.5663685,3392393.708,3674741.537,1196.944747,,,,
AFR,2008,,3337.7202019,9292811.728,7564.2954518,4100422.258,3844420.59,1228.509884,,,,
AFR,2009,,2999.217943,9419746.665,7472.4993503,3780779.615,3884859.373,1260.588489,,,,
AFR,2010,,3441.5559864,9909452.946,7662.3052768,4450871.621,4086885.636,1293.273054,,,,
AFR,2011,,3784.9657213,10233944.46,7713.3393665,5021836.475,4245652.127,1326.785193,,,,
AFR,2012,,3930.6766996,10468965.6,7690.9492871,5350460.342,4378681.065,1361.205907,,,,
AFR,2013,,3859.8005604,10781120.21,7719.1759516,5390857.015,4514348.964,1396.667245,,,,
AFR,2014,,3833.9108438,11162965.47,7792.3267981,5492302.296,4671585.013,1432.55869,,,,
AFR,2015,,3314.4582724,11473049.01,7811.2734794,4868212.885,4802833.516,1468.780864,,,,
AFR,2016,,3185.0197293,11868405.65,7885.9126116,4793497.977,4968660.123,1505.01359,,,,
AFR,2017,,3287.7044153,12122534.46,7867.439336,5065855.403,5065855.403,1540.8488,,,,
AFR,2018,,3350.1214897,12400849.14,7863.4527893,5283220.019,5179010.956,1577.023411,,,,
AFR,2019,,3304.8641382,12604316.1,7810.2077609,5333475.567,5254152.066,1613.825968,,,,
AFR,2020,,2942.533621,12269824.38,7432.7400274,4857477.946,5081044.819,1650.78078,,,,
AFR,2021,,3351.2647358,12781800.09,7571.7572251,5657233.14,5311037.586,1688.089001,,,,
AFR,2022,,3748.6626838,13405234.85,7759.6636095,6476015.737,5580121.425,1727.553606,,,,
AFR,2023,,3562.9247738,13641731.27,7713.8872897,6300903.873,5684509.022,1768.463909,,,,
AFR,2024,,3557.3503689,14005313.81,7742.4525168,6434887.155,5828738.701,1808.898896,,,,
AFS,2005,,1052.3102816,2847976.291,3647.144657,821726.3132,1095309.994,780.878347,,,,
AFS,2006,,1211.816063,3023097.611,3767.0372329,972498.5495,1161922.598,802.5133345,,,,
AFS,2007,,1368.8615397,3205133.213,3885.7513282,1129095.306,1232086.445,824.842596,,,,
AFS,2008,,1509.5903407,3362836.892,3965.7660499,1280082.089,1292822.362,847.966534,,,,
AFS,2009,,1414.5385101,3431923.407,3937.0841913,1233041.405,1321707.118,871.691648,,,,
AFS,2010,,1635.7062619,3625437.155,4046.0475434,1465664.996,1396470.737,896.044131,,,,
AFS,2011,,1795.6235097,3747233.674,4068.8996575,1653670.881,1450280.529,920.945216,,,,
AFS,2012,,1815.8759249,3734433.914,3945.8417909,1718586.045,1470428.754,946.422617,,,,
AFS,2013,,1872.8539961,3923146.28,4033.1738603,1821761.333,1543884.662,972.719356,,,,
AFS,2014,,1904.8852176,4114709.215,4116.8482305,1903895.485,1616921.138,999.480424,,,,
AFS,2015,,1658.5458885,4235373.612,4124.8247771,1702996.338,1663602.385,1026.800856,,,,
AFS,2016,,1513.2151513,4306975.468,4084.7462842,1595541.089,1688929.474,1054.404648,,,,
AFS,2017,,1598.8629454,4413767.888,4077.1890836,1730851.766,1730851.766,1082.551679,,,,
AFS,2018,,1605.4411249,4521011.391,4066.9882892,1784666.465,1776083.971,1111.636196,,,,
AFS,2019,,1606.0318067,4630092.361,4057.9851166,1832455.119,1819938.08,1140.983081,,,,
AFS,2020,,1467.3751,4540130.034,3878.1028073,1717869.302,1780874.121,1170.709045,,,,
AFS,2021,,1611.066498,4716543.065,3928.0668591,1934453.967,1855280.748,1200.728815,,,,
AFS,2022,,1678.2570982,4869661.862,3956.0717431,2065823.149,1919213.682,1230.933658,,,,
AFS,2023,,1574.3174176,4924348.482,3903.0840784,1986246.627,1956206.907,1261.655753,,,,
AFS,2024,,1510.3551785,5078779.951,3928.394287,1952645.544,2020592.285,1292.838646,,,,
AFZ,2005,,500.18344329,1250461.756,2690.2351902,232492.7832,405510.9641,464.815032,,,,
AFZ,2006,,589.10674719,1337336.291,2793.0363746,282070.7383,434363.9177,478.810911,,,,
AFZ,2007,,704.91397687,1427973.41,2895.0571839,347695.5208,465824.2966,493.245321,,,,
AFZ,2008,,847.61090609,1510306.993,2971.7429393,430775.0384,495541.8194,508.2226235,,,,
AFZ,2009,,786.79698861,1522316.292,2907.8309161,411906.3002,503213.4518,523.522975,,,,
AFZ,2010,,852.33371451,1599128.203,2965.4641022,459621.4401,529517.8138,539.2505685,,,,
AFZ,2011,,956.99321103,1628250.725,2931.9078819,531471.2987,544553.9364,555.355349,,,,
AFZ,2012,,973.37908885,1526633.886,2669.6694366,556620.7863,527239.9473,571.843789,,,,
AFZ,2013,,1015.1396863,1604542.853,2723.8954422,597980.0484,555134.5551,589.061837,,,,
AFZ,2014,,1047.2561719,1694810.319,2794.0567997,635241.4049,587037.7535,606.5769025,,,,
AFZ,2015,,919.46070668,1753300.538,2808.1438915,574077.0466,608063.1601,624.362784,,,,
AFZ,2016,,874.69299936,1809575.551,2814.3439938,562412.7931,626223.7815,642.9830735,,,,
AFZ,2017,,977.22986298,1866534.804,2818.3953426,647188.6762,647188.6762,662.2686235,,,,
AFZ,2018,,849.08310077,1907258.735,2796.2363888,579143.1537,664670.9568,682.0806505,,,,
AFZ,2019,,847.19626122,1957465.744,2787.3060532,594967.911,685018.0791,702.278726,,,,
AFZ,2020,,802.2873967,1946323.941,2692.6026689,579926.324,682330.1791,722.8411245,,,,
AFZ,2021,,877.1299638,2000589.258,2690.0627464,652318.1609,704668.0358,743.6961315,,,,
AFZ,2022,,1003.5846564,2063012.421,2698.0352485,767376.0426,730571.861,764.6350885,,,,
AFZ,2023,,1021.8438841,2040841.146,2596.7540225,803087.6338,736075.2723,785.9200865,,,,
AFZ,2024,,1092.8010209,2108826.093,2611.2138204,882550.2107,765125.8914,807.6037575,,,,
AGO,2005,87.159141667,1916.4684789,72822.06238,3774.8927743,36970.90102,40797.3797,19.2911605,,,,
AGO,2006,80.368072056,2617.0519582,81233.01058,4058.5499997,52381.0251,45509.47706,20.015279,,,,
AGO,2007,76.70614275,3141.0459146,92613.75537,4457.1783937,65266.41571,51885.3548,20.7785615,,,,
AGO,2008,75.033354167,4103.0668909,102958.7118,4771.3220217,88538.66488,57680.94892,21.578655,,,,
AGO,2009,79.328166667,3136.6454125,103844.1568,4632.8443515,70307.19647,58177.00509,22.4147735,,,,
AGO,2010,91.905720341,3597.3429189,108411.6132,4653.8925791,83799.47376,60735.84848,23.294825,,,,
AGO,2011,93.93475,4615.9211125,112175.722,4631.8479604,111790.0,62844.62942,24.2183515,,,,
AGO,2012,95.467955421,5086.0307465,121757.8923,4836.0005924,128053.0,68212.88495,25.177394,,,,
AGO,2013,96.51827948,5057.743711,127790.5247,4883.9096761,132339.0,71592.56944,26.16562,,,,
AGO,2014,98.30241686,5006.0069174,133953.2985,4931.866842,135967.0,75045.16353,27.1607695,,,,
AGO,2015,120.0607017,3213.9026152,135217.2437,4802.124218,90496.42063,75753.26836,28.157798,,,,
AGO,2016,163.65643412,1807.9529409,131728.4884,4513.8667179,52761.61723,73798.74978,29.18307,,,,
AGO,2017,165.9159507,2437.2597139,131534.6502,4350.4332932,73690.15505,73690.15505,30.234839,,,,
AGO,2018,252.85574773,2538.5913905,129803.1784,4147.4433826,79450.68823,72720.12608,31.297155,,,,
AGO,2019,364.82580498,2189.8556796,128891.6058,3981.1301231,70897.96271,72209.4323,32.3756325,,,,
AGO,2020,578.2587803,1449.9228458,121624.4203,3635.8834877,48501.56123,68138.10946,33.4511325,,,,
AGO,2021,631.4419555,1925.8746609,123082.9532,3564.27152,66505.12999,68955.22884,34.532429,,,,
AGO,2022,460.5675116,2996.573961,126831.3251,3559.1755825,106783.0,71055.19345,35.635029,,,,
AGO,2023,685.0202378,2232.7502734,127427.5792,3467.4259902,82053.36267,71389.23511,36.749906,,,,
AGO,2024,,2113.9896269,130687.2449,3449.5001861,80090.29285,73215.41,37.8858495,,,,
AIA,2005,2.7,,,,,,0.0122665,,,,
AIA,2006,2.7,,,,,,0.0124695,,,,
AIA,2007,2.7,,,,,,0.012676,,,,
AIA,2008,2.7,,,,,,0.0128895,,,,
AIA,2009,2.7,,,,,,0.0131135,,,,
AIA,2010,2.7,,,,,,0.0133445,,,,
AIA,2011,2.7,,,,,,0.0135695,,,,
AIA,2012,2.7,,,,,,0.013379,,,,
AIA,2013,2.7,,,,,,0.013252,,,,
AIA,2014,2.7,,,,,,0.0137285,,,,
AIA,2015,2.7,,,,,,0.0142095,,,,
AIA,2016,2.7,,,,,,0.0143205,,,,
AIA,2017,2.7,,,,,,0.014425,,,,
AIA,2018,2.7,,,,,,0.014721,,,,
AIA,2019,2.7,,,,,,0.0148235,,,,
AIA,2020,2.7,,,,,,0.014843,,,,
AIA,2021,2.7,,,,,,0.0144745,,,,
AIA,2022,2.7,,,,,,0.0141795,,,,
AIA,2023,2.7,,,,,,0.01441,,,,
AIA,2024,,,,,,,0.0145985,,,,
ALB,2005,99.870254481,2617.5751149,24740.9953,8042.820706,8052.077248,8590.411305,3.076159,,,,
ALB,2006,98.103377091,2915.9729314,26201.37189,8588.3371211,8896.075005,9097.473995,3.0508085,,,,
ALB,2007,90.427893831,3532.1614238,27769.06797,9186.2739064,10677.32485,9641.799473,3.022887,,,,
ALB,2008,83.894604101,4303.9264995,29851.75957,9974.0904675,12881.35289,10364.93843,2.9929305,,,,
ALB,2009,94.97811982,4066.9555707,30853.07396,10418.128493,12044.20555,10712.60845,2.9614795,,,,
ALB,2010,103.93666667,4072.4004041,31996.77833,10925.169338,11926.92662,11109.71822,2.9287215,,,,
ALB,2011,100.8958333,4427.526227,32811.22629,11269.510978,12890.76032,11392.50567,2.911504,,,,
ALB,2012,108.18416667,4233.6141806,33276.24104,11435.11866,12319.8342,11553.96514,2.910004,,,,
ALB,2013,105.6691667,4394.1206969,33609.67481,11559.35916,12776.2245,11669.7379,2.9075725,,,,
ALB,2014,105.48,4555.54018,34206.0613,11779.962872,13228.14752,11876.81143,2.9037495,,,,
ALB,2015,125.9616667,3928.3541719,34965.0002,12062.586834,11386.85311,12140.32538,2.898632,,,,
ALB,2016,124.1425,4093.0801436,36124.0832,12465.751338,11861.19983,12542.77482,2.8978665,,,,
ALB,2017,119.1,4492.2832406,37497.73713,12938.095115,13019.72621,13019.72621,2.8982425,,,,
ALB,2018,107.98916667,5236.7706724,39004.90078,13476.775275,15156.42402,13543.03401,2.894231,,,,
ALB,2019,109.85083333,5338.570334,39819.21078,13802.107334,15401.82613,13825.77355,2.8850095,,,,
ALB,2020,108.65,5279.5890358,38504.34777,13407.023397,15162.73421,13369.23517,2.8719535,,,,
ALB,2021,103.52,6292.2311011,41934.5183,14715.748137,17930.56512,14560.2372,2.8496355,,,,
ALB,2022,113.0416667,6689.887304,43971.02694,15550.609186,18916.37886,15267.3408,2.827608,,,,
ALB,2023,100.645,8018.2035029,45420.5946,16154.398246,22544.42197,15770.65048,2.811655,,,,
ALB,2024,,9029.7559089,46819.72804,16770.658141,25208.95199,16256.44871,2.7917645,,,,
AMA,2005,,3096.5452975,727583.1579,9547.7126741,235972.1415,345096.5243,76.20497,,,,
AMA,2006,,3411.3675307,786431.815,10188.173219,263325.7112,371330.1324,77.19066,,,,
AMA,2007,,3808.6673218,837800.4182,10715.691004,297778.5636,394790.4178,78.184451,,,,
AMA,2008,,4170.8937728,869745.4545,10983.047623,330292.2854,409008.1744,79.18981,,,,
AMA,2009,,4013.4781773,869457.8424,10841.58681,321867.0973,407078.7871,80.1965485,,,,
AMA,2010,,4314.0463917,899203.853,11079.244356,350132.8261,420687.0364,81.1611175,,,,
AMA,2011,,4764.0589262,934475.0442,11377.521249,391288.5837,436708.6184,82.1334475,,,,
AMA,2012,,5031.509235,970117.4187,11665.906845,418411.9431,453281.0878,83.1583375,,,,
AMA,2013,,5230.7700649,1004012.038,11927.602247,440302.7536,468609.5614,84.175513,,,,
AMA,2014,,5438.9643804,1037441.64,12180.027672,463267.2666,485038.9069,85.175639,,,,
AMA,2015,,5668.301981,1079668.126,12530.266134,488408.2199,503923.2689,86.16482,,,,
AMA,2016,,5786.1454826,1106794.978,12699.662996,504271.394,516462.6226,87.1515235,,,,
AMA,2017,,6039.7783416,1140409.284,12941.439431,532229.7671,532229.7671,88.120745,,,,
AMA,2018,,6231.0837326,1175894.109,13197.008629,555208.7492,548776.3876,89.1030795,,,,
AMA,2019,,6347.7059018,1199440.817,13323.695999,571440.3536,560745.627,90.02313,,,,
AMA,2020,,5882.914072,1099653.882,12099.939569,534644.7608,514599.196,90.88094,,,,
AMA,2021,,6584.1421613,1185083.527,12923.900527,603746.3998,557153.6526,91.697048,,,,
AMA,2022,,7345.2149356,1247356.422,13483.000975,679529.8048,588836.7227,92.5132635,,,,
AMA,2023,,8151.8436716,1315697.064,14086.623334,761385.9284,620221.9562,93.4004575,,,,
AMA,2024,,8731.3149218,1375006.112,14584.18019,823194.1204,648111.4666,94.2806585,,,,
AME,2005,,19377.202237,24957418.77,28255.395753,17115490.26,21661305.47,883.2797455,,,,
AME,2006,,20746.263721,25855537.25,28945.643261,18531486.4,22372427.09,893.244521,,,,
AME,2007,,22076.551353,26639258.27,29491.339299,19941547.83,22979469.04,903.290895,,,,
AME,2008,,22956.095559,26981810.44,29541.802709,20966798.3,23196920.79,913.343397,,,,
AME,2009,,21893.271475,26302876.96,28489.053202,20213238.46,22614577.55,923.262587,,,,
AME,2010,,23646.233566,27291003.38,29249.868037,22062644.5,23394460.88,933.029966,,,,
AME,2011,,24954.433155,27999152.75,29699.152761,23526024.17,23928805.75,942.7593095,,,,
AME,2012,,25536.42189,28681071.28,30112.546426,24322484.26,24488272.08,952.462501,,,,
AME,2013,,26135.537638,29349060.57,30505.836268,25144482.86,25042448.91,962.080184,,,,
AME,2014,,26689.242845,29971078.91,30847.271218,25931156.04,25593665.54,971.595792,,,,
AME,2015,,25833.137052,30586811.44,31180.562706,25341213.35,26153113.43,980.9576475,,,,
AME,2016,,25867.306972,30930428.58,31234.074398,25615834.83,26479407.21,990.2783795,,,,
AME,2017,,27119.587674,31646086.39,31664.946064,27103435.22,27103435.22,999.404399,,,,
AME,2018,,27846.991391,32450638.05,32187.490285,28074653.55,27821733.61,1008.175467,,,,
AME,2019,,28344.888939,33057822.46,32518.591373,28814910.69,28394529.31,1016.58224,,,,
AME,2020,,27026.92995,31788061.66,31068.735795,27652677.0,27461063.47,1023.152724,,,,
AME,2021,,30181.329835,33726072.33,32810.571807,31023467.65,29097367.43,1027.902608,,,,
AME,2022,,33009.554722,34626231.93,33502.058886,34117201.62,29809127.55,1033.555342,,,,
AME,2023,,35050.651224,35456894.64,34076.57404,36470428.22,30521374.45,1040.506437,,,,
AME,2024,,36714.785462,36317346.08,34671.438561,38457693.86,31277192.37,1047.471567,,,,
AMN,2005,,34756.462824,19602314.72,44768.006765,15218616.42,18408369.24,437.864362,,,,
AMN,2006,,36705.791576,20181533.12,45594.928228,16246963.8,18933242.81,442.626711,,,,
AMN,2007,,38294.263173,20584206.79,45989.895482,17139787.42,19310405.99,447.5810735,,,,
AMN,2008,,38842.750404,20636537.44,45590.51558,17582162.93,19351001.69,452.649793,,,,
AMN,2009,,36921.391143,20018749.14,43738.537934,16898600.23,18809909.76,457.6913195,,,,
AMN,2010,,38630.35029,20606961.61,44535.878394,17874445.82,19340661.39,462.7047305,,,,
AMN,2011,,40040.458045,20991103.48,44882.21428,18726647.33,19681970.58,467.6931345,,,,
AMN,2012,,41140.112481,21487756.87,45466.45735,19443096.87,20134554.82,472.606799,,,,
AMN,2013,,42225.527392,21913659.01,45896.546276,20160902.81,20547359.47,477.457691,,,,
AMN,2014,,43310.561186,22467324.53,46593.25067,20884407.5,21066805.83,482.2012675,,,,
AMN,2015,,43493.417758,23079447.37,47412.17923,21171860.53,21644003.87,486.7830955,,,,
AMN,2016,,43864.720795,23481207.59,47788.398023,21553277.73,22021561.24,491.3579145,,,,
AMN,2017,,45493.506164,24047201.82,48493.974153,22559329.14,22559329.14,495.8802045,,,,
AMN,2018,,47456.801109,24722916.08,49415.433465,23742997.46,23205405.3,500.307583,,,,
AMN,2019,,48898.20457,25251375.01,50031.118275,24679578.3,23734653.68,504.713384,,,,
AMN,2020,,47672.68252,24472034.9,48195.058207,24206787.87,23080877.86,507.7706265,,,,
AMN,2021,,53032.122505,25875128.27,50774.963078,27025385.92,24405237.4,509.6040785,,,,
AMN,2022,,57558.921268,26462781.19,51655.266652,29487199.23,24935075.98,512.2958975,,,,
AMN,2023,,60895.386745,27122358.44,52578.613963,31412515.13,25548393.38,515.843922,,,,
AMN,2024,,63872.306346,27821154.5,53568.447585,33172536.88,26211587.87,519.357117,,,,
AMS,2005,,4258.6626086,5355104.05,12022.719126,1896873.839,3252936.231,445.4153835,,,,
AMS,2006,,5069.7565704,5674004.137,12591.61092,2284522.603,3439184.286,450.61781,,,,
AMS,2007,,6148.1238166,6055051.475,13287.076972,2801760.407,3669063.053,455.7098215,,,,
AMS,2008,,7346.8251927,6345272.995,13773.303862,3384635.376,3845919.102,460.693604,,,,
AMS,2009,,7119.5077261,6284127.822,13497.671056,3314638.236,3804667.794,465.5712675,,,,
AMS,2010,,8904.898908,6684041.77,14211.531225,4188198.676,4053799.487,470.3252355,,,,
AMS,2011,,10102.543784,7008049.272,14751.732792,4799376.833,4246835.172,475.066175,,,,
AMS,2012,,10168.44723,7193314.408,14990.578163,4879387.384,4353717.26,479.855702,,,,
AMS,2013,,10283.427055,7435401.569,15342.667079,4983580.056,4495089.447,484.622493,,,,
AMS,2014,,10312.229272,7503754.39,15332.730577,5046748.541,4526859.702,489.3945245,,,,
