model,h,RMSE,MAE,R2,R2_oos
AR1,1,0.527516708693744,0.2141937563071562,0.012496148194868661,8.881784197001252e-15
AR1,4,0.6083202714428251,0.2941535768720496,-0.17707178007512026,7.438494264988549e-15
VAR_static,1,111.7295589045097,33.680681411971726,-44298.87761908617,-44859.46058261621
VAR_static,4,118.51297564021779,37.94348361605884,-44674.57748393496,-37953.84543948837
VAR_no_net,1,33.38935351591663,6.306136228843291,-3955.2377140644817,-4005.3010456440725
VAR_no_net,4,35.32242385621542,7.109159461232608,-3967.6186138942885,-3370.602888687879
