date,iso3,year,quarter,vax_q
2014-09-30,SGP,2014,3,359675144.9982742
2014-12-31,SGP,2014,4,356379052.39
2015-03-31,SGP,2015,1,347596380.809474
2015-06-30,SGP,2015,2,334894742.4986845
2015-09-30,SGP,2015,3,320735004.3221091
2015-12-31,SGP,2015,4,307870281.7
2016-03-31,SGP,2016,1,298539161.8448429
2016-06-30,SGP,2016,2,292843634.9804357
2016-09-30,SGP,2016,3,290572282.4883031
2016-12-31,SGP,2016,4,291595859.83
2017-03-31,SGP,2017,1,295584232.7834738
2017-06-30,SGP,2017,2,302427606.02254224
2017-09-30,SGP,2017,3,312024173.3345178
2017-12-31,SGP,2017,4,324115886.89
2018-03-31,SGP,2018,1,337538728.2642885
2018-06-30,SGP,2018,2,349298895.6760038
2018-09-30,SGP,2018,3,355169369.9840059
2018-12-31,SGP,2018,4,350767605.1
2019-03-31,SGP,2019,1,335284682.0223909
2019-06-30,SGP,2019,2,318805648.0063664
2019-09-30,SGP,2019,3,314990278.5907477
2019-12-31,SGP,2019,4,337952557.56
2020-03-31,SGP,2020,1,390557388.0948437
2020-06-30,SGP,2020,2,435909556.1511319
2020-09-30,SGP,2020,3,426369935.37741405
2020-12-31,SGP,2020,4,312681362.45
2021-03-31,SGP,2021,1,91219202.2276341
2021-06-30,SGP,2021,2,-99746408.9649089
2021-09-30,SGP,2021,3,-72114430.04720919
2021-12-31,SGP,2021,4,366827604.72
2022-03-31,SGP,2022,1,1312570459.8756654
2022-06-30,SGP,2022,2,2642133385.233388
2022-09-30,SGP,2022,3,4149739391.295355
2022-12-31,SGP,2022,4,5600720000.0
2023-03-31,SGP,2023,1,6752344446.025295
2023-06-30,SGP,2023,2,7434041272.430751
2023-09-30,SGP,2023,3,7411656630.169807
2023-12-31,SGP,2023,4,6452860000.000001
2024-03-31,SGP,2024,1,6452860000.000001
2024-06-30,SGP,2024,2,6452860000.000001
2024-09-30,SGP,2024,3,6452860000.000001
2024-12-31,SGP,2024,4,6452860000.000001
2005-12-31,THA,2005,4,102636682.87
2006-03-31,THA,2006,1,106991587.08736812
2006-06-30,THA,2006,2,109646366.59423068
2006-09-30,THA,2006,3,111227843.55749206
2006-12-31,THA,2006,4,112394390.16000001
2007-03-31,THA,2007,1,113802756.0729606
2007-06-30,THA,2007,2,116165371.81863771
2007-09-30,THA,2007,3,120198135.16142902
2007-12-31,THA,2007,4,126577637.95000002
2008-03-31,THA,2008,1,135286771.72654358
2008-06-30,THA,2008,2,144094914.83773643
2008-09-30,THA,2008,3,150164134.31048736
2008-12-31,THA,2008,4,150418956.97
2009-03-31,THA,2009,1,143417525.9073917
2009-06-30,THA,2009,2,132491215.12442712
2009-09-30,THA,2009,3,122356238.00183856
2009-12-31,THA,2009,4,118043533.05
2010-03-31,THA,2010,1,122832293.57844712
2010-06-30,THA,2010,2,134532095.17264813
2010-09-30,THA,2010,3,149665331.7803237
2010-12-31,THA,2010,4,164369019.73
2011-03-31,THA,2011,1,175493268.03556204
2011-06-30,THA,2011,2,183797644.18469873
2011-09-30,THA,2011,3,190357328.51080054
2011-12-31,THA,2011,4,196258832.75999996
2012-03-31,THA,2012,1,202334150.45808095
2012-06-30,THA,2012,2,208387190.2015993
2012-09-30,THA,2012,3,213928387.19396767
2012-12-31,THA,2012,4,218327275.00999996
2013-03-31,THA,2013,1,221085676.47964537
2013-06-30,THA,2013,2,222297145.1281484
2013-09-30,THA,2013,3,221993329.64167905
2013-12-31,THA,2013,4,220237585.45
2014-03-31,THA,2014,1,217251720.61710152
2014-06-30,THA,2014,2,213319224.9140764
2014-09-30,THA,2014,3,208838432.3262759
2014-12-31,THA,2014,4,204283910.67
2015-03-31,THA,2015,1,200113150.52380627
2015-06-30,THA,2015,2,196282169.9240905
2015-09-30,THA,2015,3,192838706.33640075
2015-12-31,THA,2015,4,189862592.21
2016-03-31,THA,2016,1,187454885.4674942
2016-06-30,THA,2016,2,185822478.633873
2016-09-30,THA,2016,3,185249309.6552888
2016-12-31,THA,2016,4,186050893.48
2017-03-31,THA,2017,1,188468155.32084867
2017-06-30,THA,2017,2,192946912.90850735
2017-09-30,THA,2017,3,199979005.88318315
2017-12-31,THA,2017,4,209958739.12
2018-03-31,THA,2018,1,222151574.91707155
2018-06-30,THA,2018,2,233057532.64919224
2018-09-30,THA,2018,3,237779379.86850953
2018-12-31,THA,2018,4,231250511.35999998
2019-03-31,THA,2019,1,212567764.49242884
2019-06-30,THA,2019,2,193592442.66807905
2019-09-30,THA,2019,3,190445933.10424668
2019-12-31,THA,2019,4,219755477.99
2020-03-31,THA,2020,1,284702608.13027877
2020-06-30,THA,2020,2,341071464.6983059
2020-09-30,THA,2020,3,331828424.86026204
2020-12-31,THA,2020,4,197955677.83
2021-03-31,THA,2021,1,-65224785.008167066
2021-06-30,THA,2021,2,-293483104.59857464
2021-09-30,THA,2021,3,-263368538.17614564
2021-12-31,THA,2021,4,254099887.40999997
2022-03-31,THA,2022,1,1368702016.4427068
2022-06-30,THA,2022,2,2914599038.719121
2022-09-30,THA,2022,3,4622453050.728094
2022-12-31,THA,2022,4,6189210000.0
2023-03-31,THA,2023,1,7308814896.024647
2023-06-30,THA,2023,2,7748388564.148867
2023-09-30,THA,2023,3,7201751718.294306
2023-12-31,THA,2023,4,5371800000.0
2024-03-31,THA,2024,1,5371800000.0
2024-06-30,THA,2024,2,5371800000.0
2024-09-30,THA,2024,3,5371800000.0
2024-12-31,THA,2024,4,5371800000.0
2005-12-31,VNM,2005,4,36923604.84
2006-03-31,VNM,2006,1,37992249.38871388
2006-06-30,VNM,2006,2,39945820.53046302
2006-09-30,VNM,2006,3,42721227.2182337
2006-12-31,VNM,2006,4,46208162.39000001
2007-03-31,VNM,2007,1,50217921.88700383
2007-06-30,VNM,2007,2,54784150.44520446
2007-09-30,VNM,2007,3,59831785.63901952
2007-12-31,VNM,2007,4,65219792.72999999
2008-03-31,VNM,2008,1,70685126.42012613
2008-06-30,VNM,2008,2,75657897.51025979
2008-09-30,VNM,2008,3,79435679.44428667
2008-12-31,VNM,2008,4,81201233.58
2009-03-31,VNM,2009,1,80601991.84755936
2009-06-30,VNM,2009,2,78714312.03753258
2009-09-30,VNM,2009,3,76951869.66715533
2009-12-31,VNM,2009,4,76811055.0
2010-03-31,VNM,2010,1,79318418.29846232
2010-06-30,VNM,2010,2,84167784.5569632
2010-09-30,VNM,2010,3,90710998.70116691
2010-12-31,VNM,2010,4,98169568.35999998
2011-03-31,VNM,2011,1,105659581.94323318
2011-06-30,VNM,2011,2,112798573.49760768
2011-09-30,VNM,2011,3,118946146.5855505
2011-12-31,VNM,2011,4,123383970.95000002
2012-03-31,VNM,2012,1,125791960.97635466
2012-06-30,VNM,2012,2,127233432.72990276
2012-09-30,VNM,2012,3,129064013.76856798
2012-12-31,VNM,2012,4,132638064.4
2013-03-31,VNM,2013,1,138739539.2878044
2013-06-30,VNM,2013,2,146798046.49741197
2013-09-30,VNM,2013,3,155699025.01427537
2013-12-31,VNM,2013,4,164165747.95000002
2014-03-31,VNM,2014,1,171132008.42786908
2014-06-30,VNM,2014,2,176996494.74617133
2014-09-30,VNM,2014,3,182139905.03695714
2014-12-31,VNM,2014,4,186918674.89000002
2015-03-31,VNM,2015,1,191525930.23118508
2015-06-30,VNM,2015,2,195888892.32963052
2015-09-30,VNM,2015,3,199631307.23965278
2015-12-31,VNM,2015,4,202330416.63999996
2016-03-31,VNM,2016,1,203856192.15228125
2016-06-30,VNM,2016,2,205121220.8006764
2016-09-30,VNM,2016,3,207282337.88780698
2016-12-31,VNM,2016,4,211488189.37999997
2017-03-31,VNM,2017,1,218396965.7917099
2017-06-30,VNM,2017,2,227773603.410257
2017-09-30,VNM,2017,3,238946706.4610017
2017-12-31,VNM,2017,4,251062198.66
2018-03-31,VNM,2018,1,262789994.92569605
2018-06-30,VNM,2018,2,272237136.2921109
2018-09-30,VNM,2018,3,276661446.7102326
2018-12-31,VNM,2018,4,273234684.27
2019-03-31,VNM,2019,1,262040114.33661196
2019-06-30,VNM,2019,2,252278401.83848044
2019-09-30,VNM,2019,3,256182069.81381485
2019-12-31,VNM,2019,4,286270839.31
2020-03-31,VNM,2020,1,344464666.3854558
2020-06-30,VNM,2020,2,395588192.5754589
2020-09-30,VNM,2020,3,394374593.4805729
2020-12-31,VNM,2020,4,293843822.96
2021-03-31,VNM,2021,1,90125010.0327412
2021-06-30,VNM,2021,2,-86230124.78086223
2021-09-30,VNM,2021,3,-57840683.53855028
2021-12-31,VNM,2021,4,357022783.48
2022-03-31,VNM,2022,1,1244145512.860314
2022-06-30,VNM,2022,2,2465354570.464895
2022-09-30,VNM,2022,3,3798394440.455994
2022-12-31,VNM,2022,4,4994389999.999999
2023-03-31,VNM,2023,1,5804254827.260115
2023-06-30,VNM,2023,2,6033034597.749624
2023-09-30,VNM,2023,3,5428165078.596738
2023-12-31,VNM,2023,4,3746570000.0
2024-03-31,VNM,2024,1,3746570000.0
2024-06-30,VNM,2024,2,3746570000.0
2024-09-30,VNM,2024,3,3746570000.0
2024-12-31,VNM,2024,4,3746570000.0
