date,reporter_iso,partner_iso,A,S_total,HL
2016-03-31,BRN,KOR,0.9507466978790003,0.06137703369720154,0.0
2016-03-31,KHM,KOR,0.19447439089012225,0.06547155514883192,0.0
2016-03-31,CHN,KOR,0.671940830727559,0.03962181881668699,0.0
2016-03-31,IDN,KOR,0.33656083570764417,0.08082597996137585,0.0
2016-03-31,JPN,KOR,0.09495673554721099,0.05989279859839302,0.0
2016-03-31,LAO,KOR,0.8270388507756775,0.06470693175888809,0.0
2016-03-31,MYS,KOR,0.09256723241600874,0.050751837393842855,0.0
2016-03-31,MMR,KOR,0.6060442136571648,0.05259396706926087,0.0
2016-03-31,NZL,KOR,0.030926474422138212,0.04374827824477849,0.0
2016-03-31,PHL,KOR,-0.23190421629131328,0.040980324769429,0.0
2016-03-31,SGP,KOR,0.30810170911862866,0.04824114778773777,0.0
2016-03-31,THA,KOR,-0.016202926976642374,0.06505996692892568,0.0
2016-03-31,VNM,KOR,0.3848373022145491,0.02107529927771232,0.0
2016-03-31,AUS,LAO,0.3957043649727347,0.040703893453997185,0.0
2016-03-31,BRN,LAO,0.7968799684205924,0.05027645559666314,0.0
2016-03-31,KHM,LAO,0.6349393037160429,0.05370383999089945,0.0
2016-03-31,CHN,LAO,0.41467429571417413,0.03468727011272933,0.0
2016-03-31,IDN,LAO,0.14006997192174392,0.061265332918105736,0.0
2016-03-31,JPN,LAO,0.42141180087446845,0.04576985044625568,0.0
2016-03-31,KOR,LAO,0.5881080890352974,0.038054046752768446,0.0
2016-03-31,MYS,LAO,0.07083113816310552,0.04241700846946886,0.0
2016-03-31,MMR,LAO,0.25699966105898936,0.04896593203854665,0.0
2016-03-31,NZL,LAO,0.3842019160996112,0.03204191360095184,0.0
2016-03-31,PHL,LAO,0.02179850586116757,0.030022735687229886,0.0
2016-03-31,SGP,LAO,0.4501587959807272,0.038359229124801095,0.0
2016-03-31,THA,LAO,0.1622234722038405,0.05052891492660573,0.0
2016-03-31,VNM,LAO,0.39905138216818564,0.0164319151882057,0.0
2016-03-31,AUS,MYS,0.48884345456441614,0.05496103225063652,0.0
2016-03-31,BRN,MYS,0.963694495036588,0.06819434217293759,0.0
2016-03-31,KHM,MYS,0.11145643319925885,0.0705203982549732,0.0
2016-03-31,CHN,MYS,0.5585161708169508,0.04408359938877769,0.0
2016-03-31,IDN,MYS,0.2563381787817926,0.08302020884245519,0.0
2016-03-31,JPN,MYS,0.24211795283852183,0.062257504055810695,0.0
2016-03-31,KOR,MYS,0.2603722890132001,0.05214154377670213,0.0
2016-03-31,LAO,MYS,0.6804384971196848,0.07374393690946217,0.0
2016-03-31,MMR,MYS,0.4865149150238889,0.05948479802768656,0.0
2016-03-31,NZL,MYS,0.28386783751230515,0.04390425615656285,0.0
2016-03-31,PHL,MYS,-0.11810330826013814,0.04237634238080388,0.0
2016-03-31,SGP,MYS,0.34166709934536743,0.05203099740446853,0.0
2016-03-31,THA,MYS,0.04481021759867759,0.06989955797570332,0.0
2016-03-31,VNM,MYS,0.33646658801164875,0.022629497954385222,0.0
2016-03-31,AUS,MMR,0.46624460213559976,0.05237163442968503,0.0
2016-03-31,BRN,MMR,0.7594098252687309,0.06586546504416792,0.0
2016-03-31,KHM,MMR,0.7434466105391436,0.06888684752045168,0.0
2016-03-31,CHN,MMR,0.2224838441721799,0.04941151719921087,6.0
2016-03-31,IDN,MMR,0.27875739329569266,0.07883244872282313,0.0
2016-03-31,JPN,MMR,0.593689241408777,0.05910581759568655,0.0
2016-03-31,KOR,MMR,0.5820185262218521,0.04882130383394461,0.0
2016-03-31,LAO,MMR,0.6424556439236808,0.07155687434957153,0.0
2016-03-31,MYS,MMR,0.3001247092809531,0.05132929797868314,0.0
2016-03-31,NZL,MMR,0.25409220702004975,0.04395439772034313,0.0
2016-03-31,PHL,MMR,0.045789094711228266,0.03950695451282353,0.0
2016-03-31,SGP,MMR,0.621932152641038,0.04858813036829225,0.0
2016-03-31,THA,MMR,0.25637206634913384,0.06528941946118522,0.0
2016-03-31,VNM,MMR,0.09987551482814275,0.02487208378287977,5.0
2016-03-31,AUS,NZL,0.4062402726074732,0.05486413376100329,0.0
2016-03-31,BRN,NZL,0.639912089856999,0.07292038141716638,0.0
2016-03-31,KHM,NZL,0.9637941712391962,0.07926079604932196,0.0
2016-03-31,CHN,NZL,0.3438458775032459,0.04811973243022605,8.0
2016-03-31,IDN,NZL,0.23526417434907373,0.0819688504446441,0.0
2016-03-31,JPN,NZL,0.3952601739308265,0.061908619786398236,0.0
2016-03-31,KOR,NZL,0.29769050587189366,0.05217880304181997,0.0
2016-03-31,LAO,NZL,0.8237604244848851,0.0690992854132973,0.0
2016-03-31,MYS,NZL,0.3987868590646195,0.053981563986977295,0.0
2016-03-31,MMR,NZL,0.5067328978129566,0.05833474324483244,0.0
2016-03-31,PHL,NZL,-0.18188563154196943,0.044391892046517036,5.0
2016-03-31,SGP,NZL,0.5293546777687823,0.05031113682742898,0.0
2016-03-31,THA,NZL,0.16935300356530644,0.06739472591753154,0.0
2016-03-31,VNM,NZL,0.12960245401300985,0.024802637794017975,6.0
2016-03-31,AUS,PHL,0.4783823511137349,0.05843195788565831,0.0
2016-03-31,BRN,PHL,0.9268479382966834,0.07098729207829549,0.0
2016-03-31,KHM,PHL,0.6696756751849934,0.08024817271081716,0.0
2016-03-31,CHN,PHL,0.4118620192907522,0.05041907503242072,0.0
2016-03-31,IDN,PHL,0.3116560182920039,0.08906201770193542,0.0
2016-03-31,JPN,PHL,0.3325990280154889,0.06627597919848172,0.0
2016-03-31,KOR,PHL,0.2765318794824705,0.05623919545422725,0.0
2016-03-31,LAO,PHL,0.7771986822643602,0.0758546570073151,0.0
2016-03-31,MYS,PHL,0.20473320732323028,0.0573413457735955,0.0
2016-03-31,MMR,PHL,0.509443554747282,0.06288573040220673,0.0
2016-03-31,NZL,PHL,0.055472938929178,0.05179238456161373,0.0
2016-03-31,SGP,PHL,0.4724260394899735,0.05442094023364427,0.0
2016-03-31,THA,PHL,0.1159739155691795,0.07396699844030566,0.0
2016-03-31,VNM,PHL,0.21404197790939253,0.025716954538436053,6.0
2016-03-31,AUS,SGP,0.42245464494680407,0.054016391391911577,0.0
2016-03-31,BRN,SGP,0.9270351680125828,0.06726704831865314,0.0
2016-03-31,KHM,SGP,0.07907609243543078,0.0681587156710168,0.0
2016-03-31,CHN,SGP,0.68544221427181,0.04124965021183635,0.0
2016-03-31,IDN,SGP,0.24548041231367837,0.08221655674006932,0.0
2016-03-31,JPN,SGP,0.13596355586268613,0.061770358356724224,0.0
2016-03-31,KOR,SGP,0.154209574573366,0.05197657789877924,0.0
2016-03-31,LAO,SGP,0.7193637872314252,0.07067881471374499,0.0
2016-03-31,MYS,SGP,0.023279403927024548,0.055159089669988344,0.0
2016-03-31,MMR,SGP,0.56182732716543,0.05606375831284615,0.0
2016-03-31,NZL,SGP,0.16720322350622288,0.04332359044286249,0.0
2016-03-31,PHL,SGP,-0.14228914598829626,0.04107501578881491,0.0
2016-03-31,THA,SGP,0.0074420736890383945,0.06769980488207884,0.0
2016-03-31,VNM,SGP,0.41625430708745426,0.021982978472499592,0.0
2016-03-31,AUS,THA,0.37166232948883077,0.060047271141663174,0.0
2016-03-31,BRN,THA,0.9937275539974698,0.07291588868667247,0.0
2016-03-31,KHM,THA,0.42968492859681423,0.07852521997400455,0.0
2016-03-31,CHN,THA,0.515168606447572,0.048794329969287877,0.0
2016-03-31,IDN,THA,0.233459777427458,0.08986031221025338,0.0
2016-03-31,JPN,THA,0.22220177464794166,0.06913150992102941,0.0
2016-03-31,KOR,THA,0.3044075161898189,0.05682711399516366,0.0
2016-03-31,LAO,THA,0.7662912130098372,0.0773258281324927,0.0
2016-03-31,MYS,THA,0.18283943154989843,0.058336727821842724,0.0
2016-03-31,MMR,THA,0.5335587845958168,0.06318802666607928,0.0
2016-03-31,NZL,THA,0.20557380705589107,0.048741635790778205,0.0
2016-03-31,PHL,THA,-0.07263826845272228,0.045223047901003156,0.0
2016-03-31,SGP,THA,0.4549500407042727,0.05596449794472881,0.0
2016-03-31,VNM,THA,0.4246990312814288,0.02417362934245669,0.0
2016-03-31,AUS,VNM,0.559962057170377,0.049908669609647266,0.0
2016-03-31,BRN,VNM,0.7810352727272569,0.07012339056354443,0.0
2016-03-31,KHM,VNM,0.6383383157069848,0.06460492298194859,0.0
2016-03-31,CHN,VNM,0.13929631727044947,0.04994344453855496,6.0
2016-03-31,IDN,VNM,0.3870289813386535,0.07633120959370221,0.0
2016-03-31,JPN,VNM,0.7665884359832077,0.05627838337251125,0.0
2016-03-31,KOR,VNM,0.5791960421029692,0.046390975219050744,0.0
2016-03-31,LAO,VNM,0.8329441653705916,0.06355192509503563,0.0
2016-03-31,MYS,VNM,0.45309747874210804,0.049368113616765325,0.0
2016-03-31,MMR,VNM,0.3950882481612446,0.056583434903288043,0.0
2016-03-31,NZL,VNM,0.16377981122566346,0.04497172002669547,0.0
2016-03-31,PHL,VNM,0.033414428389757736,0.03906807336042495,0.0
2016-03-31,SGP,VNM,0.6846640715621846,0.046523864909022314,0.0
2016-03-31,THA,VNM,0.4398347481244665,0.06252506790546333,0.0
2016-06-30,BRN,AUS,0.9288567583841265,0.0714569034032431,0.0
2016-06-30,KHM,AUS,0.5605578302350459,0.08695521337600412,0.0
2016-06-30,CHN,AUS,0.4730192367405575,0.06054961760324187,0.0
2016-06-30,IDN,AUS,0.197643089163353,0.08753296386732652,0.0
2016-06-30,JPN,AUS,0.1540972833754795,0.06806488123033747,0.0
2016-06-30,KOR,AUS,0.35760331358905106,0.059496398042479075,0.0
2016-06-30,LAO,AUS,0.7351338821342907,0.07718611881992761,0.0
2016-06-30,MYS,AUS,0.32785877405644914,0.061961084294156844,0.0
2016-06-30,MMR,AUS,0.5446406919506663,0.064166621529837,0.0
2016-06-30,NZL,AUS,0.19497193511176916,0.049181546385755115,0.0
2016-06-30,PHL,AUS,-0.025009125327308823,0.04264027468872743,0.0
2016-06-30,SGP,AUS,0.44261737204803253,0.05462936469063728,0.0
2016-06-30,THA,AUS,-0.01133661241660718,0.07529547158437172,0.0
2016-06-30,VNM,AUS,0.529822790817414,0.025684726879085573,0.0
2016-06-30,AUS,BRN,0.7724380208785793,0.007106376687396004,0.0
2016-06-30,KHM,BRN,-0.06095229486328,0.029663915392954647,0.0
2016-06-30,CHN,BRN,0.10475292216123018,0.009739315909123494,0.0
2016-06-30,IDN,BRN,0.2405557465751809,0.01634946850247487,0.0
2016-06-30,JPN,BRN,0.425569414258274,0.01056648468034085,0.0
2016-06-30,KOR,BRN,0.3171186495594345,0.007963675823867561,0.0
2016-06-30,LAO,BRN,0.5101917805056677,0.013749053369054205,0.0
2016-06-30,MYS,BRN,0.48701271570945315,0.00825250849732374,0.0
2016-06-30,MMR,BRN,0.6650011113916477,0.00813107387532169,0.0
2016-06-30,NZL,BRN,0.1421469692531731,0.011137989768234555,0.0
2016-06-30,PHL,BRN,0.29581077363171393,0.00575227935617109,0.0
2016-06-30,SGP,BRN,0.579744074258741,0.008078600677499497,0.0
2016-06-30,THA,BRN,0.2961679538735408,0.012964536722824693,0.0
2016-06-30,VNM,BRN,0.04787251402620297,0.007075334377866434,4.0
2016-06-30,AUS,KHM,0.5813131998239515,0.03838610775193115,0.0
2016-06-30,BRN,KHM,0.4653009573599741,0.07782351292616202,8.0
2016-06-30,CHN,KHM,0.18708940874754404,0.03785796112980804,0.0
2016-06-30,IDN,KHM,0.4555127395736445,0.0593715424730485,0.0
2016-06-30,JPN,KHM,0.2895102224885587,0.04387925529600196,0.0
2016-06-30,KOR,KHM,0.3626455685627858,0.038472119439780045,0.0
2016-06-30,LAO,KHM,0.8373691142353661,0.049458306675297874,0.0
2016-06-30,MYS,KHM,0.09619040890749066,0.04194858007179372,0.0
2016-06-30,MMR,KHM,0.7303769570278651,0.04061208189882005,0.0
2016-06-30,NZL,KHM,0.6428929501187448,0.03255456716564728,0.0
2016-06-30,PHL,KHM,0.1592484928612844,0.026836891628544815,0.0
2016-06-30,SGP,KHM,0.38601393133674594,0.037926264405432356,0.0
2016-06-30,THA,KHM,0.24044046035245287,0.04851585465596621,0.0
2016-06-30,VNM,KHM,0.2835960368757306,0.01869639474919431,8.0
2016-06-30,AUS,CHN,0.45851579535638576,0.057111544690323174,0.0
2016-06-30,BRN,CHN,0.705117181141593,0.09008559333169985,0.0
2016-06-30,KHM,CHN,0.06847429640953788,0.07612769853618945,0.0
2016-06-30,IDN,CHN,0.366287374884445,0.08659122731399609,0.0
2016-06-30,JPN,CHN,0.28976403494694075,0.06472739474164252,0.0
2016-06-30,KOR,CHN,0.35249168829686583,0.05721866540081533,0.0
2016-06-30,LAO,CHN,0.7922858708903033,0.07371584661363939,0.0
2016-06-30,MYS,CHN,0.25439985753106775,0.05987915608333673,0.0
2016-06-30,MMR,CHN,0.5223839022496191,0.0632301393322266,0.0
2016-06-30,NZL,CHN,0.2919101296321815,0.04738467818657748,0.0
2016-06-30,PHL,CHN,-0.043149552416008145,0.042368332673735916,0.0
2016-06-30,SGP,CHN,0.4791302329438853,0.054186279571531326,0.0
2016-06-30,THA,CHN,0.13193291033726712,0.07080377808375281,0.0
2016-06-30,VNM,CHN,0.26336123024562086,0.027237949190118713,7.0
2016-06-30,AUS,IDN,0.3637071150314383,0.05963803592264413,0.0
2016-06-30,BRN,IDN,0.7117061010715613,0.07315351024761219,0.0
2016-06-30,KHM,IDN,0.5185806123890904,0.0862616288862864,0.0
2016-06-30,CHN,IDN,0.5051602910176444,0.06182147279518545,0.0
2016-06-30,JPN,IDN,0.19891001908361267,0.06681411833200242,0.0
2016-06-30,KOR,IDN,0.36723324431165943,0.05990350099335214,0.0
2016-06-30,LAO,IDN,0.697566412072084,0.07866924395151766,0.0
2016-06-30,MYS,IDN,0.19650378745294836,0.06246314886766352,0.0
2016-06-30,MMR,IDN,0.5112467484149038,0.06509948701317186,0.0
2016-06-30,NZL,IDN,0.1772110497260244,0.049262081861049474,0.0
2016-06-30,PHL,IDN,-0.08346664241414402,0.04353046214081941,0.0
2016-06-30,SGP,IDN,0.3921519706336253,0.05528926427826542,0.0
2016-06-30,THA,IDN,-0.008335292643963018,0.07498301625334064,0.0
2016-06-30,VNM,IDN,0.4266928344340814,0.02599768267550551,0.0
2016-06-30,AUS,JPN,0.36407913692473376,0.05831355372353369,0.0
2016-06-30,BRN,JPN,0.8245275782591999,0.0700354946774859,0.0
2016-06-30,KHM,JPN,0.4265268966938437,0.08324671560995076,0.0
2016-06-30,CHN,JPN,0.49336880536340544,0.06030098409840399,0.0
2016-06-30,IDN,JPN,0.2717237871141468,0.08760750673023197,0.0
2016-06-30,KOR,JPN,0.25464072541887633,0.05859135989641267,0.0
2016-06-30,LAO,JPN,0.7940658922192714,0.0741562276881901,0.0
2016-06-30,MYS,JPN,0.2600814314214834,0.060810654678543165,0.0
2016-06-30,MMR,JPN,0.7045436891196912,0.060035697823961794,0.0
2016-06-30,NZL,JPN,0.173734183532332,0.048514402352310346,0.0
2016-06-30,PHL,JPN,-0.12199473753519437,0.043543010101709946,0.0
2016-06-30,SGP,JPN,0.38526849453370504,0.053303779760701914,0.0
2016-06-30,THA,JPN,-0.03887214417555563,0.0738703559707237,0.0
2016-06-30,VNM,JPN,0.6839560388842844,0.025072402726210273,0.0
2016-06-30,AUS,KOR,0.433632939382123,0.05704764016509327,0.0
2016-06-30,BRN,KOR,0.7918411344330033,0.06942814043701334,0.0
2016-06-30,KHM,KOR,0.3952927211106785,0.08150000573210489,0.0
2016-06-30,CHN,KOR,0.45491969046677316,0.059287174115886535,0.0
2016-06-30,IDN,KOR,0.32266962155365503,0.08755800191778912,0.0
2016-06-30,JPN,KOR,0.12244729803430941,0.06531887012900163,0.0
2016-06-30,LAO,KOR,0.8451706859981595,0.07207110337821633,0.0
2016-06-30,MYS,KOR,0.2256134578498258,0.05991227961883835,0.0
2016-06-30,MMR,KOR,0.6607869481657594,0.060315625969819785,0.0
2016-06-30,NZL,KOR,0.052871515193817636,0.04993452915894855,6.0
2016-06-30,PHL,KOR,-0.21101914163602048,0.0449126684220032,5.0
2016-06-30,SGP,KOR,0.361407723238749,0.05290347415601291,0.0
2016-06-30,THA,KOR,0.030319495498897772,0.07121824153432409,0.0
2016-06-30,VNM,KOR,0.38208511029636794,0.02548063491110264,0.0
2016-06-30,AUS,LAO,0.34913701389406043,0.037424607222037665,0.0
2016-06-30,BRN,LAO,0.5090009662206986,0.05137234137694803,2.0
2016-06-30,KHM,LAO,0.5783992459724799,0.054045073947432756,0.0
2016-06-30,CHN,LAO,0.5108678959602159,0.038483840986362206,0.0
2016-06-30,IDN,LAO,0.06102044393012883,0.05587517667642444,0.0
2016-06-30,JPN,LAO,0.3119315275464292,0.041057868272291555,0.0
2016-06-30,KOR,LAO,0.5864651305044157,0.038031349446894375,0.0
2016-06-30,MYS,LAO,0.013003033459755519,0.04087996800392749,0.0
2016-06-30,MMR,LAO,0.24539475710580408,0.04438686555283074,0.0
2016-06-30,NZL,LAO,0.39465279388032437,0.029102242262683528,0.0
2016-06-30,PHL,LAO,-0.056447994757822445,0.027445937403608442,0.0
2016-06-30,SGP,LAO,0.386823665265525,0.03523673636216496,0.0
2016-06-30,THA,LAO,0.042588416398659804,0.0458942575231824,0.0
2016-06-30,VNM,LAO,0.47289190140128606,0.016035853156162256,0.0
2016-06-30,AUS,MYS,0.48336583025937324,0.05694498879920918,0.0
2016-06-30,BRN,MYS,0.8645857855334333,0.06942523147079524,0.0
2016-06-30,KHM,MYS,0.1666756934110402,0.07641405819073042,0.0
2016-06-30,CHN,MYS,0.4506115046861901,0.05923217168243655,0.0
2016-06-30,IDN,MYS,0.23891395350432815,0.08621679530475289,0.0
2016-06-30,JPN,MYS,0.22605064453925397,0.06376481242168681,0.0
2016-06-30,KOR,MYS,0.32955697771541304,0.05782679953062301,0.0
2016-06-30,LAO,MYS,0.6883781770252869,0.07676732034159718,0.0
2016-06-30,MMR,MYS,0.5325536135477129,0.06290925447213523,0.0
2016-06-30,NZL,MYS,0.2734345960694306,0.04688467315230398,0.0
2016-06-30,PHL,MYS,-0.14826996711612203,0.04366773312703199,0.0
2016-06-30,SGP,MYS,0.35757033364637225,0.054141815296439307,0.0
2016-06-30,THA,MYS,0.04264383888045746,0.07166183105554114,0.0
2016-06-30,VNM,MYS,0.3554239505307486,0.025864483812086097,0.0
2016-06-30,AUS,MMR,0.3864777308673609,0.04393849014877802,0.0
2016-06-30,BRN,MMR,0.850227232892712,0.0527473205007773,0.0
2016-06-30,KHM,MMR,0.6271836295956855,0.06442632536534862,0.0
2016-06-30,CHN,MMR,0.33602101373359566,0.04329694916349737,0.0
2016-06-30,IDN,MMR,0.16869828686277136,0.06535509510919608,0.0
2016-06-30,JPN,MMR,0.48133228552290963,0.04898877900300447,0.0
2016-06-30,KOR,MMR,0.4931338125547365,0.04405340032601512,0.0
2016-06-30,LAO,MMR,0.5764726462898675,0.06123837867101867,0.0
2016-06-30,MYS,MMR,0.16969030540700636,0.046255055795569315,0.0
2016-06-30,NZL,MMR,0.2322280725711051,0.035996791513909526,0.0
2016-06-30,PHL,MMR,-0.07862429516483305,0.03305382483892409,0.0
2016-06-30,SGP,MMR,0.5061163145383776,0.04162259855839355,0.0
2016-06-30,THA,MMR,0.09563281896908313,0.0544211181979184,0.0
2016-06-30,VNM,MMR,0.11786402653793569,0.02199199223967346,5.0
2016-06-30,AUS,NZL,0.3956186882252174,0.05222353904826035,0.0
2016-06-30,BRN,NZL,0.640111216240451,0.0665342757173707,0.0
2016-06-30,KHM,NZL,0.7306107037705145,0.08179526193095361,0.0
2016-06-30,CHN,NZL,0.49406737454560723,0.054549933327508314,0.0
2016-06-30,IDN,NZL,0.24481384497685382,0.07918996494206361,0.0
2016-06-30,JPN,NZL,0.1609141357469308,0.05913153061266281,0.0
2016-06-30,KOR,NZL,0.17233983159943322,0.05388653053788764,0.0
2016-06-30,LAO,NZL,0.8219721192544311,0.06621034974110453,0.0
2016-06-30,MYS,NZL,0.2992685635843398,0.054860408356507476,0.0
2016-06-30,MMR,NZL,0.5761569565984603,0.05634339593804462,0.0
2016-06-30,PHL,NZL,-0.2680135690099137,0.04203680419238617,5.0
2016-06-30,SGP,NZL,0.37975186898458924,0.04790458366849891,0.0
2016-06-30,THA,NZL,0.046484577766836246,0.06423865673569405,0.0
2016-06-30,VNM,NZL,0.27549254596357564,0.023938068663694557,0.0
2016-06-30,AUS,PHL,0.46633834543140534,0.05626105685628641,0.0
2016-06-30,BRN,PHL,0.8725059472871333,0.06861127552105374,0.0
2016-06-30,KHM,PHL,0.5616048371010992,0.08406094740611164,0.0
2016-06-30,CHN,PHL,0.4647336046171877,0.05852488882261453,0.0
2016-06-30,IDN,PHL,0.303778704646984,0.08612842609142968,0.0
2016-06-30,JPN,PHL,0.1822713606092707,0.06372313698249646,0.0
2016-06-30,KOR,PHL,0.23335253330243874,0.057651235020106925,0.0
2016-06-30,LAO,PHL,0.7720267455600736,0.07333093726098912,0.0
2016-06-30,MYS,PHL,0.18041478066484298,0.059494606881153544,0.0
2016-06-30,MMR,PHL,0.5677283280710412,0.06141143340940756,0.0
2016-06-30,NZL,PHL,0.06987117893598056,0.049382437692975116,0.0
2016-06-30,SGP,PHL,0.3954793227888907,0.05233839090719157,0.0
2016-06-30,THA,PHL,0.03094166993571414,0.07089428007844098,0.0
