date,reporter_iso,partner_iso,A,S_total,HL
2017-12-31,CHN,PHL,0.4705145835637105,0.07003743945493075,0.0
2017-12-31,IDN,PHL,0.4568194136046062,0.10553528414180907,0.0
2017-12-31,JPN,PHL,0.3204419485113659,0.07862064844961505,0.0
2017-12-31,KOR,PHL,0.33574772855201646,0.0722495571167214,0.0
2017-12-31,LAO,PHL,0.6725621002830369,0.11594839002877076,0.0
2017-12-31,MYS,PHL,0.3028272771695143,0.07788361426273788,0.0
2017-12-31,MMR,PHL,0.8128246110708935,0.08803814585977128,0.0
2017-12-31,NZL,PHL,0.3267811196434201,0.0653679397347757,0.0
2017-12-31,SGP,PHL,0.46320262124948275,0.06399317481416286,0.0
2017-12-31,THA,PHL,0.15115820645558883,0.08685677343401185,0.0
2017-12-31,VNM,PHL,0.6215918284130645,0.030966613683812948,0.0
2017-12-31,AUS,SGP,0.47615321680500633,0.07419894668229884,0.0
2017-12-31,BRN,SGP,0.15301247218219585,0.26886133356351577,0.0
2017-12-31,KHM,SGP,0.4383334025180667,0.10273723403649074,0.0
2017-12-31,CHN,SGP,0.4863649624415606,0.07919217574495732,0.0
2017-12-31,IDN,SGP,0.4231241742120002,0.11672320124726052,0.0
2017-12-31,JPN,SGP,0.33357485976078166,0.0856447099454628,0.0
2017-12-31,KOR,SGP,0.37830271490428424,0.07729491653095644,0.0
2017-12-31,LAO,SGP,0.6543003199493377,0.1294718045757899,0.0
2017-12-31,MYS,SGP,0.2856903666982313,0.08578351501277146,0.0
2017-12-31,MMR,SGP,0.7875264030515957,0.09717972562310695,0.0
2017-12-31,NZL,SGP,0.39687220677398866,0.06955785656815984,0.0
2017-12-31,PHL,SGP,-0.009564920405823032,0.05996464172955095,0.0
2017-12-31,THA,SGP,0.17990703381556097,0.09134383038924886,0.0
2017-12-31,VNM,SGP,0.6160261024939677,0.03445276836526631,0.0
2017-12-31,AUS,THA,0.36783711042608275,0.07227846088765237,0.0
2017-12-31,BRN,THA,0.8879586715094274,0.36881899973041316,0.0
2017-12-31,KHM,THA,0.5658296436135867,0.09989138626120907,0.0
2017-12-31,CHN,THA,0.47790028413368324,0.0734727638328554,0.0
2017-12-31,IDN,THA,0.45464825000978604,0.11022462668563966,0.0
2017-12-31,JPN,THA,0.26577917155244574,0.08353450378468659,0.0
2017-12-31,KOR,THA,0.39504214681311756,0.07312125559071055,0.0
2017-12-31,LAO,THA,0.8074069626675215,0.11918165988823706,0.0
2017-12-31,MYS,THA,0.3451665831091221,0.08062758031915213,0.0
2017-12-31,MMR,THA,0.7895293083046807,0.09212995352734553,0.0
2017-12-31,NZL,THA,0.5289971183508557,0.0631748700507584,0.0
2017-12-31,PHL,THA,0.02074093486757629,0.057125988338795515,0.0
2017-12-31,SGP,THA,0.50913114888354,0.0657040683472951,0.0
2017-12-31,VNM,THA,0.7513120428283284,0.031165740841528778,0.0
2017-12-31,AUS,VNM,0.727082552763382,0.034133900124265086,0.0
2017-12-31,BRN,VNM,0.45957477414112213,0.3518496391222391,0.0
2017-12-31,KHM,VNM,-0.05134667564683413,0.0603051368261086,0.0
2017-12-31,CHN,VNM,0.3123944124937019,0.03748917845791414,0.0
2017-12-31,IDN,VNM,0.5713001059411199,0.054003083334288486,0.0
2017-12-31,JPN,VNM,0.5357606614812433,0.03835155093792504,0.0
2017-12-31,KOR,VNM,0.27214643554181445,0.03958554356675282,0.0
2017-12-31,LAO,VNM,0.8956586212219987,0.0577234532906805,0.0
2017-12-31,MYS,VNM,0.14618670122359925,0.04492266629876855,0.0
2017-12-31,MMR,VNM,0.551677744140598,0.04835254234352491,0.0
2017-12-31,NZL,VNM,0.3649971477925509,0.03412954255313665,0.0
2017-12-31,PHL,VNM,-0.05345441588369178,0.03097663779149319,5.0
2017-12-31,SGP,VNM,0.38599455193232707,0.03404583211125994,0.0
2017-12-31,THA,VNM,0.3564418248981096,0.04420173539184524,0.0
2018-03-31,BRN,AUS,0.872211208975361,0.39482854629229713,0.0
2018-03-31,KHM,AUS,0.6415017350393047,0.10276540645563434,0.0
2018-03-31,CHN,AUS,0.501120397889413,0.07919186695855092,0.0
2018-03-31,IDN,AUS,0.4978689436759245,0.12180907763410054,0.0
2018-03-31,JPN,AUS,0.3634127244865609,0.09161376104952615,0.0
2018-03-31,KOR,AUS,0.4812990396044691,0.08162815534744422,0.0
2018-03-31,LAO,AUS,0.8469141261011804,0.17619384382386885,0.0
2018-03-31,MYS,AUS,0.4542792887725646,0.08760134345001987,0.0
2018-03-31,MMR,AUS,0.8362472324651634,0.09880893916557329,0.0
2018-03-31,NZL,AUS,0.5697446517028321,0.07189428301293467,0.0
2018-03-31,PHL,AUS,0.19290467390267327,0.06143876147508767,0.0
2018-03-31,SGP,AUS,0.564529103560905,0.07418136372041781,0.0
2018-03-31,THA,AUS,0.14761460845131846,0.10334739491348247,0.0
2018-03-31,VNM,AUS,0.8723191461768843,0.03265035565553791,0.0
2018-03-31,AUS,BRN,0.9509553811527175,0.033216786816809715,0.0
2018-03-31,KHM,BRN,-0.15323956652433088,0.04415773866417868,0.0
2018-03-31,CHN,BRN,0.8486528545052157,0.04571133283699045,0.0
2018-03-31,IDN,BRN,0.5313595484023935,0.049661943562769026,0.0
2018-03-31,JPN,BRN,0.8174314551248629,0.040654151433615386,0.0
2018-03-31,KOR,BRN,0.9237434911601945,0.044416734512838674,0.0
2018-03-31,LAO,BRN,-0.22624434103445223,0.07712587603867184,0.0
2018-03-31,MYS,BRN,0.8309452618652526,0.04783556619397583,0.0
2018-03-31,MMR,BRN,0.8688461556819552,0.03556829809123739,0.0
2018-03-31,NZL,BRN,0.5545255284849168,0.03435570509926082,0.0
2018-03-31,PHL,BRN,0.9653245838098349,0.036730312745993074,0.0
2018-03-31,SGP,BRN,0.8052778132334617,0.03314041150485544,0.0
2018-03-31,THA,BRN,0.9741015499479775,0.06624343828014868,0.0
2018-03-31,VNM,BRN,0.7637021202456629,0.017671992447687974,0.0
2018-03-31,AUS,KHM,0.6819257191782886,0.055744128572475196,0.0
2018-03-31,BRN,KHM,-0.4520053585366177,0.5227621619891176,0.0
2018-03-31,CHN,KHM,0.44966778804357865,0.05976941149445612,0.0
2018-03-31,IDN,KHM,0.5152698802451742,0.08630863833996252,0.0
2018-03-31,JPN,KHM,0.5504445029964607,0.061720171884280806,0.0
2018-03-31,KOR,KHM,0.5941881635787751,0.05725122083605022,0.0
2018-03-31,LAO,KHM,0.6683872005482993,0.13107480962303195,0.0
2018-03-31,MYS,KHM,0.3708019062328381,0.06137573603116867,0.0
2018-03-31,MMR,KHM,0.7694808278753913,0.06971909007945824,0.0
2018-03-31,NZL,KHM,0.4849548057046405,0.051322331765988806,0.0
2018-03-31,PHL,KHM,0.33323865481997794,0.036518105842479935,0.0
2018-03-31,SGP,KHM,0.5685458035667489,0.05422550660676471,0.0
2018-03-31,THA,KHM,0.35080167584912725,0.06241267875633421,0.0
2018-03-31,VNM,KHM,0.42941231700548743,0.025906311545034432,0.0
2018-03-31,AUS,CHN,0.5248015618061467,0.0839564487519816,0.0
2018-03-31,BRN,CHN,0.24227054256204364,0.28555449896102536,0.0
2018-03-31,KHM,CHN,0.3955592908598509,0.1141850537745254,0.0
2018-03-31,IDN,CHN,0.5213244150684465,0.12653794350655934,0.0
2018-03-31,JPN,CHN,0.47401699213962223,0.09191177317205207,0.0
2018-03-31,KOR,CHN,0.4959581617880008,0.08432770217706904,0.0
2018-03-31,LAO,CHN,0.5520525307843333,0.18152679854209852,0.0
2018-03-31,MYS,CHN,0.4270354195656288,0.09128008258619083,0.0
2018-03-31,MMR,CHN,0.7744103428545187,0.10453278411437673,0.0
2018-03-31,NZL,CHN,0.46721310773905406,0.07824279465090221,0.0
2018-03-31,PHL,CHN,0.17161941144053627,0.06370979822770555,0.0
2018-03-31,SGP,CHN,0.569328752560018,0.07725335017563631,0.0
2018-03-31,THA,CHN,0.2760539887152519,0.10086325506125661,0.0
2018-03-31,VNM,CHN,0.6779044999817605,0.0364053367415948,0.0
2018-03-31,AUS,IDN,0.5413940456127315,0.08917421508701211,0.0
2018-03-31,BRN,IDN,-0.8814818286371332,0.2561521626404536,0.0
2018-03-31,KHM,IDN,0.4980673423139613,0.11579701989302281,0.0
2018-03-31,CHN,IDN,0.557008592443338,0.09053077893153764,0.0
2018-03-31,JPN,IDN,0.44833294622770353,0.09980855262637714,0.0
2018-03-31,KOR,IDN,0.5240361470464074,0.08922641662304048,0.0
2018-03-31,LAO,IDN,0.19967477744436052,0.19822639642834014,0.0
2018-03-31,MYS,IDN,0.3668719781999521,0.0997457140517414,0.0
2018-03-31,MMR,IDN,0.7757081280266555,0.11250606667399357,0.0
2018-03-31,NZL,IDN,0.3831088130651931,0.08620343738504709,0.0
2018-03-31,PHL,IDN,0.13895811754209828,0.06846419380819622,0.0
2018-03-31,SGP,IDN,0.5355195654213508,0.08495249880090035,0.0
2018-03-31,THA,IDN,0.23864062388086613,0.10593847926405073,0.0
2018-03-31,VNM,IDN,0.8081855746385017,0.03780509194904849,0.0
2018-03-31,AUS,JPN,0.45859369741315725,0.08552442509017667,0.0
2018-03-31,BRN,JPN,0.4600547239127156,0.3380089784139994,0.0
2018-03-31,KHM,JPN,0.5801912121723962,0.10903352081714068,0.0
2018-03-31,CHN,JPN,0.5520898842638873,0.08485824712583079,0.0
2018-03-31,IDN,JPN,0.4942614280053835,0.1292799827105098,0.0
2018-03-31,KOR,JPN,0.4528919840990879,0.08726175802984186,0.0
2018-03-31,LAO,JPN,0.8051150728737803,0.18808685090111704,0.0
2018-03-31,MYS,JPN,0.44303005840568743,0.09269854645407184,0.0
2018-03-31,MMR,JPN,0.8504036632754041,0.1049297157253532,0.0
2018-03-31,NZL,JPN,0.44356543471268833,0.08017440352856028,0.0
2018-03-31,PHL,JPN,0.11868407960235221,0.06691726623175231,0.0
2018-03-31,SGP,JPN,0.5544750791617569,0.07927247791173536,0.0
2018-03-31,THA,JPN,0.16635049741289806,0.10677808447972895,0.0
2018-03-31,VNM,JPN,0.8120980257391968,0.03542867270353408,0.0
2018-03-31,AUS,KOR,0.515505408517362,0.08464111622885893,0.0
2018-03-31,BRN,KOR,0.807112717299301,0.526726967700528,0.0
2018-03-31,KHM,KOR,0.5712375318724798,0.10904664259300625,0.0
2018-03-31,CHN,KOR,0.5143496521578569,0.08394091405538527,0.0
2018-03-31,IDN,KOR,0.5196066125050247,0.12805644364733978,0.0
2018-03-31,JPN,KOR,0.39741679050813333,0.09664924960305174,0.0
2018-03-31,LAO,KOR,0.7054663589164855,0.18167510556109392,0.0
2018-03-31,MYS,KOR,0.4152267082170372,0.09516407245233052,0.0
2018-03-31,MMR,KOR,0.8546279637074763,0.10432372829302218,0.0
2018-03-31,NZL,KOR,0.3374058214327525,0.0844738999681104,0.0
2018-03-31,PHL,KOR,0.05393532800234787,0.07046568219045259,0.0
2018-03-31,SGP,KOR,0.5275973482382184,0.07933961134825086,0.0
2018-03-31,THA,KOR,0.24665821458765172,0.10764031379813016,0.0
2018-03-31,VNM,KOR,0.6502843043495752,0.03773757686673098,0.0
2018-03-31,AUS,LAO,0.8702308727426402,0.04034304566736986,0.0
2018-03-31,BRN,LAO,-0.3936343362652134,0.4079386265346689,0.0
2018-03-31,KHM,LAO,0.6917103296904877,0.056860684414368666,0.0
2018-03-31,CHN,LAO,0.6530177347341654,0.045042453557630494,0.0
2018-03-31,IDN,LAO,0.32238213467869953,0.06796340251576866,0.0
2018-03-31,JPN,LAO,0.795246284032485,0.043764735421735,0.0
2018-03-31,KOR,LAO,0.7407665404729922,0.04136568387270745,0.0
2018-03-31,MYS,LAO,0.2531830054911826,0.046542244293205616,0.0
2018-03-31,MMR,LAO,0.540390486655783,0.053565201354073076,0.0
2018-03-31,NZL,LAO,0.03890759977658054,0.04559570517607301,5.0
2018-03-31,PHL,LAO,0.055728380114102985,0.030638613140892043,0.0
2018-03-31,SGP,LAO,0.5455661796223316,0.04059141395482862,0.0
2018-03-31,THA,LAO,0.5976811013252268,0.04967256148522411,0.0
2018-03-31,VNM,LAO,0.9339484287942911,0.017842575578695397,0.0
2018-03-31,AUS,MYS,0.5725107079485776,0.08633850060346022,0.0
2018-03-31,BRN,MYS,0.40457983831123445,0.32475481062574996,0.0
2018-03-31,KHM,MYS,0.4624568932962936,0.11524595004076779,0.0
2018-03-31,CHN,MYS,0.5392164090073496,0.08677659377549632,0.0
2018-03-31,IDN,MYS,0.46059029442283217,0.13518649736249838,0.0
2018-03-31,JPN,MYS,0.47971454415925063,0.0964976488760498,0.0
2018-03-31,KOR,MYS,0.49876149704476735,0.08850165307986783,0.0
2018-03-31,LAO,MYS,0.25563510879107043,0.18574193038619805,0.0
2018-03-31,MMR,MYS,0.7106328532775678,0.11017098426665543,0.0
2018-03-31,NZL,MYS,0.42784529543719907,0.08302533510126975,0.0
2018-03-31,PHL,MYS,0.11076476085161621,0.0691305840854632,0.0
2018-03-31,SGP,MYS,0.5237333966611366,0.08249866916750749,0.0
2018-03-31,THA,MYS,0.2547919967319641,0.10651523560844814,0.0
2018-03-31,VNM,MYS,0.6361803640296452,0.0389356502209194,0.0
2018-03-31,AUS,MMR,0.6406053322796127,0.046757702869460266,0.0
2018-03-31,BRN,MMR,-0.14607619481729353,0.13092508131324662,0.0
2018-03-31,KHM,MMR,0.4567142537945525,0.06383761884590412,0.0
2018-03-31,CHN,MMR,0.48462542846706014,0.04705826269147477,0.0
2018-03-31,IDN,MMR,0.470330685733258,0.07400180753078633,0.0
2018-03-31,JPN,MMR,0.5952089647846736,0.05072635721881995,0.0
2018-03-31,KOR,MMR,0.6441896846960775,0.04570587931014158,0.0
2018-03-31,LAO,MMR,-0.1408114384721969,0.1154738317761434,0.0
2018-03-31,MYS,MMR,0.2430948555786831,0.05665866863754882,0.0
2018-03-31,NZL,MMR,0.5852583399069357,0.04245468932328439,0.0
2018-03-31,PHL,MMR,0.305173798198758,0.03461033222414009,0.0
2018-03-31,SGP,MMR,0.5884726565168047,0.044078852610675776,0.0
2018-03-31,THA,MMR,0.3043346861463805,0.05685209410067103,0.0
2018-03-31,VNM,MMR,0.5112806261976514,0.022243689217070588,0.0
2018-03-31,AUS,NZL,0.6668789587657566,0.06494003162124391,0.0
2018-03-31,BRN,NZL,-0.8160583741387147,0.1825316305194868,0.0
2018-03-31,KHM,NZL,0.5530656752487925,0.0859425535741697,0.0
2018-03-31,CHN,NZL,0.5739520050542607,0.06776111606849461,0.0
2018-03-31,IDN,NZL,0.4655602048028963,0.10407490911938644,0.0
2018-03-31,JPN,NZL,0.47223457609030706,0.0744574272027363,0.0
2018-03-31,KOR,NZL,0.42230448243770663,0.06996032346424223,0.0
2018-03-31,LAO,NZL,-0.01146622842027184,0.1561052114658492,0.0
2018-03-31,MYS,NZL,0.41552386157699445,0.07362116939659447,0.0
2018-03-31,MMR,NZL,0.8575332415014278,0.08322308325233686,0.0
2018-03-31,PHL,NZL,0.011135486254126201,0.0546235970707995,0.0
2018-03-31,SGP,NZL,0.5226553359355777,0.0638142108203999,0.0
2018-03-31,THA,NZL,0.3507118992126675,0.07634641785079166,0.0
2018-03-31,VNM,NZL,0.7615327951320746,0.028707602211028985,0.0
2018-03-31,AUS,PHL,0.5643696680011687,0.08114778989486937,0.0
2018-03-31,BRN,PHL,0.9374502381419675,0.44957328257160534,0.0
2018-03-31,KHM,PHL,0.6492493825506264,0.10282863086652161,0.0
2018-03-31,CHN,PHL,0.5386058870143139,0.08074932129294574,0.0
2018-03-31,IDN,PHL,0.49789793517404235,0.12518175719677258,0.0
2018-03-31,JPN,PHL,0.4284152600544755,0.09264498139892997,0.0
2018-03-31,KOR,PHL,0.43011596484457826,0.08610457688575675,0.0
2018-03-31,LAO,PHL,0.38521789110095833,0.1728455188427464,0.0
2018-03-31,MYS,PHL,0.38909215875195974,0.09291592915493661,0.0
2018-03-31,MMR,PHL,0.8370259283546126,0.10128638038465818,0.0
2018-03-31,NZL,PHL,0.3279938688435866,0.08193650752874183,0.0
2018-03-31,SGP,PHL,0.5306909575314755,0.07688858384192288,0.0
2018-03-31,THA,PHL,0.24787086395473257,0.10313036805491238,0.0
2018-03-31,VNM,PHL,0.691161920264273,0.03597061156798799,0.0
2018-03-31,AUS,SGP,0.544376394694973,0.08986910059381446,0.0
2018-03-31,BRN,SGP,0.1758428836232034,0.3073819124892025,0.0
2018-03-31,KHM,SGP,0.4784376971351398,0.11814112508267377,0.0
2018-03-31,CHN,SGP,0.5378279824693522,0.0903585972674407,0.0
2018-03-31,IDN,SGP,0.46464576754673687,0.13972777977616277,0.0
2018-03-31,JPN,SGP,0.4426817796002304,0.10117170114679418,0.0
2018-03-31,KOR,SGP,0.4703592721443314,0.09261266980148644,0.0
2018-03-31,LAO,SGP,0.382109563888941,0.19495833064455198,0.0
2018-03-31,MYS,SGP,0.36615445831313354,0.10177187014271315,0.0
2018-03-31,MMR,SGP,0.8036009329226704,0.11272294062031497,0.0
2018-03-31,NZL,SGP,0.37240983038080705,0.08797151663802862,0.0
2018-03-31,PHL,SGP,0.10288507632363851,0.0715167620646828,0.0
2018-03-31,THA,SGP,0.26964264710808705,0.10892006721792108,0.0
2018-03-31,VNM,SGP,0.6854563624168637,0.039575660558541614,0.0
2018-03-31,AUS,THA,0.44830837071561763,0.08662886052602424,0.0
2018-03-31,BRN,THA,0.9339934717543248,0.43672246906966594,0.0
2018-03-31,KHM,THA,0.578347320338985,0.10832411032113003,0.0
2018-03-31,CHN,THA,0.5356421179530814,0.08448061487712118,0.0
2018-03-31,IDN,THA,0.4976474631521627,0.1302794908791209,0.0
2018-03-31,JPN,THA,0.3776312902757415,0.09773419301117887,0.0
2018-03-31,KOR,THA,0.4797231943989465,0.0873057265283904,0.0
2018-03-31,LAO,THA,0.6975637897871606,0.18469810911542442,0.0
2018-03-31,MYS,THA,0.41450416601970597,0.09526653251099376,0.0
2018-03-31,MMR,THA,0.8050833305664141,0.10599402587274889,0.0
2018-03-31,NZL,THA,0.5115374995900059,0.0787271298228614,0.0
2018-03-31,PHL,THA,0.12986314747960706,0.0678402375455377,0.0
2018-03-31,SGP,THA,0.569502375164872,0.07909214398414571,0.0
2018-03-31,VNM,THA,0.7895761739948607,0.035993294596198974,0.0
2018-03-31,AUS,VNM,0.7745102415721985,0.03872025985681246,0.0
2018-03-31,BRN,VNM,0.3813710295323568,0.4378433935538853,0.0
2018-03-31,KHM,VNM,0.043104436510130274,0.06722350356166551,0.0
2018-03-31,CHN,VNM,0.41522867652471795,0.04158745047707355,0.0
2018-03-31,IDN,VNM,0.6161062373580599,0.0591683762133786,0.0
2018-03-31,JPN,VNM,0.5971133555225707,0.04358729723856819,0.0
2018-03-31,KOR,VNM,0.3585952934140569,0.044493349560939935,0.0
2018-03-31,LAO,VNM,0.8508489371463369,0.08526121509324726,0.0
2018-03-31,MYS,VNM,0.23170416924831558,0.050015882990175065,0.0
2018-03-31,MMR,VNM,0.5765907230904687,0.05177468725927605,0.0
2018-03-31,NZL,VNM,0.4734371462099056,0.03893434077931393,0.0
2018-03-31,PHL,VNM,0.06438671086363604,0.034882383373689374,0.0
2018-03-31,SGP,VNM,0.46293905200621394,0.03829783555711973,0.0
2018-03-31,THA,VNM,0.4297291566266873,0.05126999458442063,0.0
2018-06-30,BRN,AUS,0.6139931933041405,0.1568593458472991,0.0
2018-06-30,KHM,AUS,0.5990582791124192,0.09724756910145581,0.0
2018-06-30,CHN,AUS,0.4732663354425371,0.07437973587913295,0.0
2018-06-30,IDN,AUS,0.4375014809065274,0.11276091431578844,0.0
2018-06-30,JPN,AUS,0.31178410830398523,0.08476472502445151,0.0
2018-06-30,KOR,AUS,0.42431690862984855,0.07388763500830811,0.0
2018-06-30,LAO,AUS,0.8818414618903793,0.12411416485485272,0.0
2018-06-30,MYS,AUS,0.4057593496347554,0.08043048806302952,0.0
2018-06-30,MMR,AUS,0.8100712296666117,0.08557683005732758,0.0
2018-06-30,NZL,AUS,0.5029207342502289,0.06478008514837871,0.0
2018-06-30,PHL,AUS,0.13711662646004544,0.055361829334994034,0.0
2018-06-30,SGP,AUS,0.5430203586535787,0.07097827895931925,0.0
2018-06-30,THA,AUS,0.043841411313485984,0.09171126136125624,0.0
2018-06-30,VNM,AUS,0.8532742501055964,0.029401545582568148,0.0
2018-06-30,AUS,BRN,0.8502713035738487,0.03436980834383646,0.0
2018-06-30,KHM,BRN,0.049809999153800966,0.05476523124400839,0.0
2018-06-30,CHN,BRN,0.7419491432436424,0.037311083186432156,0.0
2018-06-30,IDN,BRN,0.472130574267913,0.05663557770392514,0.0
2018-06-30,JPN,BRN,0.6614763356148641,0.03774596057496313,0.0
2018-06-30,KOR,BRN,0.8662670327109937,0.0335504205070239,0.0
2018-06-30,LAO,BRN,-0.37072004855023827,0.07135460507424762,0.0
2018-06-30,MYS,BRN,0.49134599301578785,0.03823903398102545,0.0
2018-06-30,MMR,BRN,0.5907258057353142,0.042865625558030494,0.0
2018-06-30,NZL,BRN,0.16969351136257682,0.03473278101304985,0.0
2018-06-30,PHL,BRN,0.6257490172265561,0.027481149802691587,0.0
2018-06-30,SGP,BRN,0.6919399489229162,0.03279280759010056,0.0
2018-06-30,THA,BRN,0.6023446211829235,0.045326141887271826,0.0
2018-06-30,VNM,BRN,0.8536891630633515,0.014679626754161363,0.0
2018-06-30,AUS,KHM,0.6466530739847667,0.057192612439884175,0.0
2018-06-30,BRN,KHM,-0.16325975646743507,0.2727992264379264,0.0
2018-06-30,CHN,KHM,0.39439910146940127,0.055652327386615956,0.0
2018-06-30,IDN,KHM,0.46246181840371725,0.08726071662832563,0.0
2018-06-30,JPN,KHM,0.5352799793655886,0.06071750029782188,0.0
2018-06-30,KOR,KHM,0.5441048923107769,0.05364915141138738,0.0
2018-06-30,LAO,KHM,0.4795800974215361,0.09320251014380868,0.0
2018-06-30,MYS,KHM,0.3226527024586743,0.06164015894153335,0.0
2018-06-30,MMR,KHM,0.7437358583927631,0.06600979891107026,0.0
2018-06-30,NZL,KHM,0.4392238138982188,0.05103228468759127,0.0
2018-06-30,PHL,KHM,0.351223096221497,0.040564221237986045,0.0
2018-06-30,SGP,KHM,0.526360568295655,0.0534156644364911,0.0
2018-06-30,THA,KHM,0.3297104710601956,0.06431113895106993,0.0
2018-06-30,VNM,KHM,0.41591488301356766,0.0262747382910615,0.0
2018-06-30,AUS,CHN,0.48450533292713616,0.07996303926038269,0.0
2018-06-30,BRN,CHN,0.3409091853643092,0.18083765787526282,0.0
2018-06-30,KHM,CHN,0.33981254109769765,0.10363085604996362,0.0
2018-06-30,IDN,CHN,0.4639039342054979,0.11821437823032445,0.0
2018-06-30,JPN,CHN,0.44097891546558643,0.08514389341769044,0.0
2018-06-30,KOR,CHN,0.44134028735515607,0.07670231826360245,0.0
2018-06-30,LAO,CHN,0.6664643268227157,0.12851712958084063,0.0
2018-06-30,MYS,CHN,0.36164094294711435,0.08343832573241124,0.0
2018-06-30,MMR,CHN,0.739389118002188,0.09095866963688501,0.0
2018-06-30,NZL,CHN,0.38817131592636467,0.07214678769968884,0.0
2018-06-30,PHL,CHN,0.11465473569107487,0.05870134494972337,0.0
2018-06-30,SGP,CHN,0.5385740376570357,0.07341233839716949,0.0
2018-06-30,THA,CHN,0.20621584865993944,0.0915836650656883,0.0
2018-06-30,VNM,CHN,0.6265252235235116,0.03267873924841207,0.0
2018-06-30,AUS,IDN,0.5073933553943588,0.08500537454157704,0.0
2018-06-30,BRN,IDN,-0.0001842537853578826,0.23218048680890999,4.0
2018-06-30,KHM,IDN,0.43627672963170655,0.10598577043573262,0.0
2018-06-30,CHN,IDN,0.5287146187647114,0.08437773650936445,0.0
2018-06-30,JPN,IDN,0.4122606655985407,0.09278937690399688,0.0
2018-06-30,KOR,IDN,0.47487718544361057,0.08162486571699126,0.0
2018-06-30,LAO,IDN,0.4388961127649707,0.136737183054557,0.0
2018-06-30,MYS,IDN,0.3019558173874333,0.09190822716247114,0.0
2018-06-30,MMR,IDN,0.7465440770692959,0.09764988860977548,0.0
2018-06-30,NZL,IDN,0.293135910448751,0.07983395241791055,0.0
2018-06-30,PHL,IDN,0.11168948410064428,0.06466104385486553,0.0
2018-06-30,SGP,IDN,0.49152372147766343,0.07952186861973534,0.0
2018-06-30,THA,IDN,0.19681976190414668,0.09828772723570083,0.0
2018-06-30,VNM,IDN,0.7721114421103827,0.03373618274176557,0.0
2018-06-30,AUS,JPN,0.4081765253000969,0.08366981047387848,0.0
2018-06-30,BRN,JPN,0.31385599756717714,0.18598956157749413,0.0
2018-06-30,KHM,JPN,0.555865056818431,0.10404715109690019,0.0
2018-06-30,CHN,JPN,0.5315920322019817,0.0819805403985569,0.0
2018-06-30,IDN,JPN,0.4293918181088143,0.12288516591482955,0.0
2018-06-30,KOR,JPN,0.4019897175631655,0.08110866600979695,0.0
2018-06-30,LAO,JPN,0.8311360967923727,0.13500417539537363,0.0
2018-06-30,MYS,JPN,0.38331952359452626,0.08684159397782594,0.0
2018-06-30,MMR,JPN,0.8312857516477556,0.09271329959790228,0.0
2018-06-30,NZL,JPN,0.3515083745212136,0.07516463120970718,0.0
2018-06-30,PHL,JPN,0.0692272193705533,0.06288692669483227,0.0
2018-06-30,SGP,JPN,0.5183353082379054,0.0767219250240762,0.0
2018-06-30,THA,JPN,0.09340847582232693,0.09792816449826336,0.0
2018-06-30,VNM,JPN,0.7781310879655148,0.03250918879065664,0.0
2018-06-30,AUS,KOR,0.47414349201129036,0.0808674967343592,0.0
2018-06-30,BRN,KOR,0.6811574501286318,0.16552721064785827,0.0
2018-06-30,KHM,KOR,0.5345145374947833,0.10135062509411812,0.0
2018-06-30,CHN,KOR,0.4893530103567738,0.07973579329960116,0.0
2018-06-30,IDN,KOR,0.4545074411886382,0.1189909332106,0.0
2018-06-30,JPN,KOR,0.3588390463841527,0.08909918645248265,0.0
2018-06-30,LAO,KOR,0.8213591252614152,0.13227077521006303,0.0
2018-06-30,MYS,KOR,0.33526036262041436,0.08582491736650912,0.0
2018-06-30,MMR,KOR,0.8294615026580363,0.09090301385817322,0.0
2018-06-30,NZL,KOR,0.23050096016135538,0.07825878924472521,0.0
2018-06-30,PHL,KOR,-0.026581119030636927,0.06354632487043634,0.0
2018-06-30,SGP,KOR,0.4827828952159514,0.07468180979729158,0.0
2018-06-30,THA,KOR,0.143985976713024,0.0940376946439941,0.0
2018-06-30,VNM,KOR,0.5942011565487272,0.03373287074995795,0.0
2018-06-30,AUS,LAO,0.8566001043379132,0.0425156978714599,0.0
2018-06-30,BRN,LAO,-0.08542922059124695,0.4407620155663264,0.0
2018-06-30,KHM,LAO,0.33789368653430346,0.05876032890608536,0.0
2018-06-30,CHN,LAO,0.6092136712850602,0.04334189274601426,0.0
2018-06-30,IDN,LAO,0.3045348722321509,0.06947036138325652,0.0
2018-06-30,JPN,LAO,0.7442799338929172,0.04366261943990496,0.0
2018-06-30,KOR,LAO,0.7508520436183233,0.03943783650539505,0.0
2018-06-30,MYS,LAO,0.29409102511608537,0.04861550399301889,0.0
2018-06-30,MMR,LAO,0.5205136701047112,0.05267626090736752,0.0
2018-06-30,NZL,LAO,0.03315962231680335,0.045827390090674554,0.0
2018-06-30,PHL,LAO,0.27405542356120494,0.03395815672428054,0.0
2018-06-30,SGP,LAO,0.5463562313521353,0.04017822385400968,0.0
2018-06-30,THA,LAO,0.5578631518108419,0.04594904207828303,0.0
2018-06-30,VNM,LAO,0.8752010836663966,0.017181273437969432,0.0
2018-06-30,AUS,MYS,0.5476287076543501,0.08327246275373928,0.0
2018-06-30,BRN,MYS,0.1339904321250066,0.20827794539349587,11.0
2018-06-30,KHM,MYS,0.39787265364356733,0.1054432872431878,0.0
2018-06-30,CHN,MYS,0.5159638994552109,0.08243250061548602,0.0
