iso3,quarter_t,gdp_current_usd,gdp_ppp_current_usd,total_exports_usd_k,total_imports_usd_k,population,exchange_rate,tariff_ahs_weighted,tariff_mfn_weighted
KHM,2019Q2,6841.589868512354,18216.43653840851,7426676.947408944,6572717.702678561,16.45377644155722,4059.2828566342127,5.6125390625,13.866032729289941
KHM,2019Q3,6885.208357742318,18299.399527314352,7345820.418487489,6738582.905498862,16.50985626750325,4063.8238576012154,5.592868852459016,13.631818833210058
KHM,2019Q4,6746.723635717644,18044.601705497364,7106122.708669633,6578983.605141729,16.56969927534811,4072.502196622332,5.74594262295082,13.351055612056214
KHM,2020Q1,6526.795335930277,17635.04120860016,6565593.781312168,6249749.1612199545,16.631792477474978,4082.6426927706316,5.975737704918033,13.081070867233727
KHM,2020Q2,6417.278513096797,17430.11942498572,6208047.142058402,6122766.927296013,16.694454550480856,4090.6742545688344,6.202581967213115,12.90584019045858
KHM,2020Q3,6413.4410610832565,17426.538913192693,6417379.580373168,6228151.2205379605,16.75650524885265,4093.9374169470575,6.362632876536885,12.880507812500001
KHM,2020Q4,6515.282979889656,17624.299673221423,7193591.096256256,6565902.040946066,16.819424136544033,4095.7535851569814,6.500375576331967,12.893710937500002
KHM,2021Q1,6605.236934824381,17821.620415307116,6812596.26937148,5760573.586936384,16.88242559697524,4097.099180855982,6.62653784579918,12.9434765625
KHM,2021Q2,6654.0529243077035,17932.238745002076,6735014.149731845,5264304.906355202,16.94424009345634,4098.1970813256585,6.739260053790983,13.054179687500001
KHM,2021Q3,6764.67328224174,18114.804754847777,9415239.68268025,7178611.324709386,17.00374775399531,4099.20701600887,6.836682569159836,13.2501953125
KHM,2021Q4,6937.098008626199,18369.318444843055,14853272.868216455,11503492.841999024,17.061319038428227,4099.974221678493,6.916945760758197,13.5558984375
KHM,2022Q1,7141.570645797125,18645.9589531495,194348373.82182586,130770604.35635707,17.11773031829508,4100.661613337978,,
KHM,2022Q2,7317.441691693093,18891.30003785796,445333231.02452934,296755715.29363936,17.1736907458089,4101.49539233215,,
KHM,2022Q3,7464.142852948105,19128.449439854245,545224928.6013515,362815055.4686413,17.229792216903093,4102.7122295108575,,
KHM,2022Q4,7581.674129561696,19357.407159138238,494023466.5522933,328948624.8813622,17.28573649110343,4104.474931630458,,
KHM,2023Q1,7693.901472242025,19572.466490690014,417644383.8045144,278430945.25016665,17.34133894598595,4106.697628737649,,
KHM,2023Q2,7826.924805748451,19803.51925160759,416814790.6883874,277878089.4166479,17.396498453738623,4109.269957860925,,
KHM,2023Q3,7969.928141753306,20071.218055458623,415982703.44193697,277323572.08324146,17.451135539468837,4112.081556028779,,
KHM,2023Q4,8122.91148025624,20375.562902243808,415148122.0651617,276767393.2499442,17.505314809454852,4115.022060269703,,
KHM,2024Q1,8285.658000269672,20698.130377158057,,,17.55904832004791,,,
