country_code,Country,year,indicator_name,series,value
JPN,Japan,2014,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.7
JPN,Japan,2014,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.29
JPN,Japan,2015,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.83
JPN,Japan,2015,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.3
JPN,Japan,2016,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.12
JPN,Japan,2016,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.55
JPN,Japan,2017,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.06
JPN,Japan,2017,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.51
JPN,Japan,2018,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.03
JPN,Japan,2018,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.45
JPN,Japan,2019,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,11.32
JPN,Japan,2019,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.53
JPN,Japan,2020,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.23
JPN,Japan,2020,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.22
JPN,Japan,2021,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.69
JPN,Japan,2021,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.84
JPN,Japan,2022,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,2.42
JPN,Japan,2022,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.64
KAZ,Kazakhstan,2008,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.75
KAZ,Kazakhstan,2008,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.22
KAZ,Kazakhstan,2010,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.17
KAZ,Kazakhstan,2010,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,4.4
KAZ,Kazakhstan,2011,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.61
KAZ,Kazakhstan,2011,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.2
KAZ,Kazakhstan,2012,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.88
KAZ,Kazakhstan,2012,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.68
KAZ,Kazakhstan,2013,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.3
KAZ,Kazakhstan,2013,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.75
KAZ,Kazakhstan,2014,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,6.58
KAZ,Kazakhstan,2014,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.46
KAZ,Kazakhstan,2015,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.62
KAZ,Kazakhstan,2015,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,4.85
KAZ,Kazakhstan,2016,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.39
KAZ,Kazakhstan,2016,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.55
KAZ,Kazakhstan,2017,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.15
KAZ,Kazakhstan,2017,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.39
KAZ,Kazakhstan,2018,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.01
KAZ,Kazakhstan,2018,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.37
KAZ,Kazakhstan,2019,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,6.87
KAZ,Kazakhstan,2019,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.32
KAZ,Kazakhstan,2020,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.32
KAZ,Kazakhstan,2020,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.96
KAZ,Kazakhstan,2021,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.89
KAZ,Kazakhstan,2021,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.17
KAZ,Kazakhstan,2022,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.73
KAZ,Kazakhstan,2022,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.9
KEN,Kenya,2005,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.55
KEN,Kenya,2005,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,6.58
KEN,Kenya,2006,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.02
KEN,Kenya,2006,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,6.32
KEN,Kenya,2007,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.15
KEN,Kenya,2007,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,6.79
KEN,Kenya,2008,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.19
KEN,Kenya,2008,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.35
KEN,Kenya,2009,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,10.23
KEN,Kenya,2009,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,9.52
KEN,Kenya,2010,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.71
KEN,Kenya,2010,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.32
KEN,Kenya,2011,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.95
KEN,Kenya,2011,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,6.6
KEN,Kenya,2012,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,13.08
KEN,Kenya,2012,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,12.38
KEN,Kenya,2013,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,10.62
KEN,Kenya,2013,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,9.64
KEN,Kenya,2014,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,11.53
KEN,Kenya,2014,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,10.55
KEN,Kenya,2015,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,13.15
KEN,Kenya,2015,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,11.47
KEN,Kenya,2016,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,13.35
KEN,Kenya,2016,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,12.25
KEN,Kenya,2018,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,12.66
KEN,Kenya,2018,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,10.07
KEN,Kenya,2019,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,13.35
KEN,Kenya,2019,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,11.48
KEN,Kenya,2020,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,12.02
KEN,Kenya,2020,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,9.32
KEN,Kenya,2021,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,12.18
KEN,Kenya,2021,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,9.3
KEN,Kenya,2022,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,13.37
KEN,Kenya,2022,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,11.7
KGZ,Kyrgyz Republic,2006,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.91
KGZ,Kyrgyz Republic,2006,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.18
KGZ,Kyrgyz Republic,2007,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.87
KGZ,Kyrgyz Republic,2007,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.06
KGZ,Kyrgyz Republic,2008,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.32
KGZ,Kyrgyz Republic,2008,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.32
KGZ,Kyrgyz Republic,2009,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.52
KGZ,Kyrgyz Republic,2009,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.38
KGZ,Kyrgyz Republic,2010,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.35
KGZ,Kyrgyz Republic,2010,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.29
KGZ,Kyrgyz Republic,2011,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.0
KGZ,Kyrgyz Republic,2011,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.38
KGZ,Kyrgyz Republic,2012,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.14
KGZ,Kyrgyz Republic,2012,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.46
KGZ,Kyrgyz Republic,2013,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.14
KGZ,Kyrgyz Republic,2013,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.46
KGZ,Kyrgyz Republic,2014,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.91
KGZ,Kyrgyz Republic,2014,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.34
KGZ,Kyrgyz Republic,2015,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,6.6
KGZ,Kyrgyz Republic,2015,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.2
KGZ,Kyrgyz Republic,2016,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.83
KGZ,Kyrgyz Republic,2016,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.16
KGZ,Kyrgyz Republic,2017,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.71
KGZ,Kyrgyz Republic,2017,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.93
KGZ,Kyrgyz Republic,2018,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.09
KGZ,Kyrgyz Republic,2018,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.92
KGZ,Kyrgyz Republic,2019,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,17.5
KGZ,Kyrgyz Republic,2019,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.09
KGZ,Kyrgyz Republic,2020,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.84
KGZ,Kyrgyz Republic,2020,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.33
KGZ,Kyrgyz Republic,2021,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.09
KGZ,Kyrgyz Republic,2021,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.01
KHM,Cambodia,2005,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,11.08
KHM,Cambodia,2005,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,10.81
KHM,Cambodia,2006,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,10.86
KHM,Cambodia,2006,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,10.46
KHM,Cambodia,2007,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,11.68
KHM,Cambodia,2007,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,10.53
KHM,Cambodia,2008,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,11.42
KHM,Cambodia,2008,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,9.91
KHM,Cambodia,2010,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,9.5
KHM,Cambodia,2010,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,9.5
KHM,Cambodia,2011,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.94
KHM,Cambodia,2011,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,8.94
KHM,Cambodia,2012,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,9.08
KHM,Cambodia,2012,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,9.08
KHM,Cambodia,2014,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.34
KHM,Cambodia,2014,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,4.85
KHM,Cambodia,2016,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,9.77
KHM,Cambodia,2016,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,9.77
KHM,Cambodia,2020,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,9.62
KHM,Cambodia,2020,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,6.21
KHM,Cambodia,2021,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.66
KHM,Cambodia,2021,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,5.37
KHM,Cambodia,2022,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.2
KHM,Cambodia,2022,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.2
KOR,"Korea, Rep.",2005,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.97
KOR,"Korea, Rep.",2005,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.95
KOR,"Korea, Rep.",2006,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.46
KOR,"Korea, Rep.",2006,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.43
KOR,"Korea, Rep.",2007,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.41
KOR,"Korea, Rep.",2007,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.13
KOR,"Korea, Rep.",2008,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.37
KOR,"Korea, Rep.",2008,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,8.26
KOR,"Korea, Rep.",2009,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.89
KOR,"Korea, Rep.",2009,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.8
KOR,"Korea, Rep.",2010,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.31
KOR,"Korea, Rep.",2010,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.19
KOR,"Korea, Rep.",2011,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.45
KOR,"Korea, Rep.",2011,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.32
KOR,"Korea, Rep.",2012,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.72
KOR,"Korea, Rep.",2012,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.59
KOR,"Korea, Rep.",2013,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.99
KOR,"Korea, Rep.",2013,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.85
KOR,"Korea, Rep.",2014,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.99
KOR,"Korea, Rep.",2014,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,6.1
KOR,"Korea, Rep.",2015,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.42
KOR,"Korea, Rep.",2015,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,5.72
KOR,"Korea, Rep.",2016,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.83
KOR,"Korea, Rep.",2016,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,8.67
KOR,"Korea, Rep.",2017,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,9.07
KOR,"Korea, Rep.",2017,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,5.05
KOR,"Korea, Rep.",2018,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,9.07
KOR,"Korea, Rep.",2018,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,4.83
KOR,"Korea, Rep.",2020,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,10.42
KOR,"Korea, Rep.",2020,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,5.48
KOR,"Korea, Rep.",2021,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.9
KOR,"Korea, Rep.",2021,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,4.85
KOR,"Korea, Rep.",2022,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.67
KOR,"Korea, Rep.",2022,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,5.66
KWT,Kuwait,2005,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.71
KWT,Kuwait,2005,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.91
KWT,Kuwait,2006,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.54
KWT,Kuwait,2006,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.74
KWT,Kuwait,2007,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.11
KWT,Kuwait,2007,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.53
KWT,Kuwait,2008,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.32
KWT,Kuwait,2008,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.98
KWT,Kuwait,2009,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.9
KWT,Kuwait,2009,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.87
KWT,Kuwait,2010,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.94
KWT,Kuwait,2010,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.94
KWT,Kuwait,2011,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.94
KWT,Kuwait,2011,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.94
KWT,Kuwait,2012,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.26
KWT,Kuwait,2012,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,4.15
KWT,Kuwait,2013,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.07
KWT,Kuwait,2013,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.93
KWT,Kuwait,2014,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.87
KWT,Kuwait,2014,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.14
KWT,Kuwait,2015,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.78
KWT,Kuwait,2015,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.96
KWT,Kuwait,2016,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.78
KWT,Kuwait,2016,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.96
KWT,Kuwait,2017,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.16
KWT,Kuwait,2017,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,4.34
KWT,Kuwait,2018,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.65
KWT,Kuwait,2018,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,4.77
KWT,Kuwait,2019,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.39
KWT,Kuwait,2019,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,4.51
KWT,Kuwait,2020,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.91
KWT,Kuwait,2020,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.01
KWT,Kuwait,2021,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,3.75
KWT,Kuwait,2021,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.85
KWT,Kuwait,2022,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,4.01
KWT,Kuwait,2022,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,4.01
LAO,Lao PDR,2005,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,13.67
LAO,Lao PDR,2005,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,9.95
LAO,Lao PDR,2006,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,13.93
LAO,Lao PDR,2006,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,9.22
LAO,Lao PDR,2007,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,13.91
LAO,Lao PDR,2007,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,8.09
LAO,Lao PDR,2008,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,13.15
LAO,Lao PDR,2008,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,13.15
LAO,Lao PDR,2014,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,9.4
LAO,Lao PDR,2014,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,3.38
LAO,Lao PDR,2015,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,9.59
LAO,Lao PDR,2015,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,2.35
LAO,Lao PDR,2016,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.1
LAO,Lao PDR,2016,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.65
LAO,Lao PDR,2017,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.27
LAO,Lao PDR,2017,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.48
LAO,Lao PDR,2018,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.26
LAO,Lao PDR,2018,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,0.73
LAO,Lao PDR,2019,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.69
LAO,Lao PDR,2019,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,0.76
LAO,Lao PDR,2020,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.69
LAO,Lao PDR,2020,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,0.97
LAO,Lao PDR,2021,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.74
LAO,Lao PDR,2021,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.12
LAO,Lao PDR,2022,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.45
LAO,Lao PDR,2022,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,1.41
LKA,Sri Lanka,2005,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.89
LKA,Sri Lanka,2005,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.56
LKA,Sri Lanka,2006,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.55
LKA,Sri Lanka,2006,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.23
LKA,Sri Lanka,2007,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.65
LKA,Sri Lanka,2007,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.19
LKA,Sri Lanka,2008,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.59
LKA,Sri Lanka,2008,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.12
LKA,Sri Lanka,2009,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.9
LKA,Sri Lanka,2009,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.21
LKA,Sri Lanka,2010,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.63
LKA,Sri Lanka,2010,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,8.04
LKA,Sri Lanka,2011,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,8.29
LKA,Sri Lanka,2011,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.68
LKA,Sri Lanka,2012,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.68
LKA,Sri Lanka,2012,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.05
LKA,Sri Lanka,2014,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,7.72
LKA,Sri Lanka,2014,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,7.09
LKA,Sri Lanka,2015,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,5.04
LKA,Sri Lanka,2015,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,4.43
LKA,Sri Lanka,2017,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,9.16
LKA,Sri Lanka,2017,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,8.72
LKA,Sri Lanka,2018,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,12.54
LKA,Sri Lanka,2018,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,12.08
LKA,Sri Lanka,2019,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,13.99
LKA,Sri Lanka,2019,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,13.3
LKA,Sri Lanka,2020,APPLIED_WEIGHTED,TM.TAX.MRCH.WM.FN.ZS,6.74
LKA,Sri Lanka,2020,MFN_WEIGHTED,TM.TAX.MRCH.WM.AR.ZS,6.28
