country,indicator,v1960,v1961,v1962,v1963,v1964,v1965,v1966,v1967,v1968,v1969,v1970,v1971,v1972,v1973,v1974,v1975,v1976,v1977,v1978,v1979,v1980,v1981,v1982,v1983,v1984,v1985,v1986,v1987,v1988,v1989,v1990,v1991,v1992,v1993,v1994,v1995,v1996,v1997,v1998,v1999,v2000,v2001,v2002,v2003,v2004,v2005,v2006,v2007,v2008,v2009,v2010,v2011,v2012,v2013,v2014,v2015,v2016,v2017,v2018,v2019,v2020,v2021,v2022,v2023,v2029,v2024,v2025,v2026,v2027,v2028,pop2029
CMR,GDP-PPP,12497.3502,12645.27894,13029.89257,13517.54285,13997.03168,14280.61907,14939.6633,13309.43744,14154.09744,14847.85763,15306.96352,15839.60112,16263.12724,17134.12842,18973.3507,21106.91513,19947.06094,22687.76148,27679.75076,29350.25659,28773.43844,33688.7135,36220.82547,38708.04818,41601.30932,44955.69015,47999.93803,46969.54725,43294.82274,42507.23773,39911.87432,38391.79093,37201.64418,34250.78499,34893.60688,35903.42835,37416.78376,39110.75896,40958.9515,42806.73441,44447.26732,46369.28325,48445.2485,51087.04236,54688.09789,55906.69649,58036.50865,60548.09022,62272.30479,63878.46432,65730.31679,67951.48308,71094.90423,74646.4709,78916.11328,83388.25232,87170.57187,90257.43572,93827.58144,97088.146170000007,97340.51022,100590.5711,104194.5264,108330.3605,140794.0336,112937.1396,117982.6494,123242.4936,128801.5662,134692.1893,NA
COD,GDP-PPP,41057.47371,36602.17283,44362.08877,46675.1237,45536.14633,45990.30054,49106.36659,48622.30615,50728.96407,55461.38666,55325.47488,58647.77965,58736.41727,63515.96159,65504.38331,62241.19664,58936.81022,59385.1977,56210.88576,56452.64218,57691.72852,59047.78649,58777.53799,59607.30266,62910.18742,63204.51333,66186.00274,67956.90352,68276.56012,67412.14429,62984.30521,57680.36443,51623.92123,44670.66919,42928.51452,43229.01362,42786.70618,40383.35695,39727.46902,38031.05015,35402.75192,34659.23287,35680.90567,37671.12319,40209.54433,42676.46066,44947.26641,47760.73055,50734.26314,52182.75883,55891.8971,59734.28108,63967.58922,69393.2924,75965.03711,81218.90603,83167.67157,86267.28716,91289.01042,95291.60344,96945.31562,102956.0745,112144.3354,119030.1856,159198.0588,124623.077,131674.2047,138492.8054,146536.6603,152958.7784,NA
COG,GDP-PPP,2721.208411,2948.449087,3101.836514,2976.854203,3090.474663,3204.094968,3247.638055,3316.366911,3569.449691,3838.890499,4082.985207,4399.540514,4778.673155,5172.014772,5579.855074,6011.266971,6066.347413,5523.201367,5874.463001,6450.937257,7588.663611,8925.765079,11032.04034,11677.85188,12492.51413,12344.39528,11497.38134,11519.15469,11722.61331,12027.38678,12147.66108,12438.6422,12763.53307,12638.49088,11944.249,12420.26607,12953.1553,12872.22241,13353.32851,13008.51895,13994.04179,14526.17949,15191.75016,15315.29921,15847.75575,17076.86948,18440.66899,17221.0041,18307.02536,20437.46678,22467.16586,22962.77342,25246.91566,25067.04793,26733.02033,26844.01398,24512.54602,23141.12453,22607.87948,22862.0999,21429.15423,21646.67536,21966.04109,22851.87333,28707.35122,23864.60677,24636.36048,25559.68483,26551.12808,27599.7077,NA
COL,GDP-PPP,70444.51941,74029.59385,78035.99375,80600.80865,85571.41323,88651.99385,93294.46461,97152.06399,102916.2106,109196.6902,115975.399,122888.377,132312.8679,141208.2025,149321.6829,152790.8068,159885.9532,166586.9242,180758.6884,190575.6389,198496.1937,203400.4344,205693.3706,209212.9789,215520.602,222033.4524,234843.2322,248004.3509,259202.4669,268406.1908,280171.6839,287986.2919,300437.7091,317643.1452,335455.9758,353320.4832,358931.3965,370397.5203,372635.6724,353292.1876,362368.9624,368449.252,377674.718,392473.9292,413404.3345,432861.4538,461936.1884,493062.3489,509251.7847,515055.4659,538205.453,575599.3876,598120.4938,628827.9613,657119.1213,676542.9128,690664.9526,700053.5815,718005.2258,740887.0137,687155.6713,762854.0687,818211.0788,823220.6649,960253.6945,832606.6937,853172.9701,878768.1598,905131.2048,932285.1407,NA
COM,GDP-PPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,853.7164023,934.2754255,954.1536261,948.9225207,1059.821955,934.2754255,753.2791785,778.3884845,803.4977904,884.0568137,946.7641254,983.3558861,1046.12661,1096.564578,1141.636672,1167.66554,1189.473003,1208.954004,1241.443185,1201.962107,1263.15684,1195.00148,1296.946839,1335.933856,1265.439525,1311.124504,1294.188854,1346.346654,1363.613762,1389.855264,1540.625076,1576.566428,1613.220728,1647.160822,1678.780706,1726.416912,1772.114399,1786.292065,1857.1116,1917.295772,1989.726734,2072.171194,2137.826071,2233.306671,2280.354795,2306.518463,2383.105176,2474.038818,2564.154474,2609.3036,2604.200928,2659.206745,2722.700051,2804.263284,3563.697891,2902.157907,3019.039176,3149.715283,3290.937445,3432.809363,NA
CPV,GDP-PPP,260.562509,242.8384113,230.9614386,230.9614386,222.3734737,230.9614386,230.9614386,230.9614386,257.2735012,283.7682865,391.9400995,364.5317009,347.7212165,345.5285446,334.9306305,347.7212165,358.1364079,356.1264587,362.339029,377.1395643,397.1279612,430.6914788,442.8586425,485.0221057,503.3718048,546.8736322,562.5768648,586.8186603,622.0093241,657.4511004,662.0017921,671.2972701,744.7213958,809.5740552,964.871745,1101.995808,1227.034035,1363.460907,1534.129205,1706.299132,1950.041726,1993.559921,2098.239582,2185.867509,2408.762006,2575.266668,2780.869531,3202.746571,3428.188264,3376.64248,3438.651789,3573.609183,3612.334545,3635.169437,3660.494456,3694.757655,3852.919695,4028.2782,4177.605045,4467.857789,3538.30765,3736.986548,4376.638711,4586.370309,6011.661381,4803.835123,5031.157661,5263.706494,5505.135777,5752.428707,NA
CRI,GDP-PPP,7656.960499,7800.855962,8225.409075,8792.87375,9114.609249,9861.143833,10548.39841,11144.3962,12088.69481,12752.58174,13709.42508,14638.71921,15835.88027,17056.65495,18002.42941,18380.49322,19394.64877,21121.64031,22445.47857,23554.08858,23731.19069,23194.47291,21504.62362,22120.29942,23895.25612,24067.6847,25400.1321,26610.32984,27523.63558,29083.11804,30116.45966,30798.79473,33632.62399,36019.59554,37647.33131,39211.18233,39740.71454,41916.9816,44916.2717,46809.40641,48620.33165,50317.74987,52037.04522,54283.578,56685.4081,58939.59868,63257.922,68454.64518,71698.14583,71071.89397,74881.59062,78178.74698,81995.89687,84041.50197,87018.34443,90196.32553,93988.47092,97896.22796,100457.0996,102885.6617,98488.99293,106304.8458,111143.3017,116824.8616,143198.8022,121496.7893,125754.1844,129908.7567,134195.7428,138624.2045,NA
CSK,GDP-PPP,100325.4788,105943.735,109969.4912,108759.6694,120723.1366,128328.81,134873.6805,141077.8028,149542.1531,153879.0286,165727.508,173898.941,182070.8111,198355.4495,209231.5132,217403.3832,230983.6094,241859.67310000001,252676.8849,260848.755,265283.1655,270853.9343,278682.6521,287600.0846,291626.309,294833.9759,307217.1185,311210.6856,315878.2874,325038.777,316357.0347,279612.3454,278195.9912,279540.4663,289813.7742,308200.6668,323065.5211,326406.7477,328897.4756,332171.3214,343031.9587,353653.1461,361837.0325,376596.4876,395185.5028,421296.8397,451718.681,483206.9921,500036.8634,475625.5789,492901.5324,502871.5679,501989.8982,502761.5018,514780.9662,542181.7864,554986.3044,580022.6824,600064.5182,617337.1552,587257.9051,610269.2463,623524.1887,623876.0795,707741.8453,630628.9062,644449.8626,659359.4483,674865.0419,690984.7964,NA
CUB,GDP-PPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78007.55926,84703.61817,88791.99572,91841.54663,92745.71914,101534.6986,107045.9619,116369.1331,124044.8394,125394.6746,119313.7314,142804.6178,155540.2691,163957.2853,176958.6332,179784.0867,179955.427,175632.5872,182140.7228,183379.4313,177972.3697,158942.3233,140535.8437,119626.6669,120484.3068,123444.8486,133121.3814,136826.7153,137044.4696,145525.8165,154133.3193,159042.5116,161308.5831,167426.5986,177088.0142,196924.8054,220685.4826,236711.9646,246456.9891,250033.8328,256010.5222,263184.7072,271119.4637,278568.7491,281486.9702,293980.3009,295487.9586,300835.6754,307598.3066,307096.653,273472.3807,276900.8859,281815.4724,304303.2274,373001.5775,316472.5778,327562.1616,338383.9142,349550.5759,361085.7505,NA
CYP,GDP-PPP,1712.018332,1902.900457,1932.081795,2127.918673,2303.649438,2520.023416,2673.715777,2820.273827,3008.219957,3306.025615,3569.029719,3848.883656,4239.936053,4583.047733,4287.980094,4560.987582,5485.330652,6382.840505,6879.259756,7560.689605,7995.674579,8196.925584,8690.520589,9175.641238,9979.234206,10466.47439,10854.14739,11621.02013,12625.86392,13629.29506,14638.408,14746.6592,16132.84502,16245.77501,17204.27553,18642.97779,18875.63137,19374.17138,20558.06276,21585.59876,22873.29074,23777.37736,24662.47188,25309.51071,26581.65004,27871.63597,29185.52435,30673.28931,31792.01801,31151.19995,31862.58281,31995.36406,30892.35144,28857.41998,28344.79969,29313.88408,31240.92175,33032.06704,34897.70689,36827.3639,35217.13458,37555.11951,39670.27598,40646.17648,48369.55105,41739.12176,42939.62172,44208.13419,45569.96616,46969.7586,NA
CZE,GDP-PPP,77342.71586,81673.93067,84777.45849,83844.78511,93067.6371,98930.98756,103976.5459,108759.4153,115284.7352,118628.1105,127762.3164,134061.8211,140361.6627,152915.7833,161300.3364,167600.178,178069.4186,186453.9717,194793.1548,201092.9964,204511.5632,208806.1691,214841.4684,221716.0775,224819.9663,227292.8144,236839.2018,239917.9145,243516.2526,250578.2388,243885.3275,215558.1857,214466.2928,214599.0572,220842.4067,235198.9603,245231.1764,243960.0671,243090.1864,246454.9162,256315.6482,264115.2738,268261.5012,277875.1589,291252.7936,310480.1882,331490.1746,349955.2994,359356.5406,342620.1178,350962.583,357140.7867,354337.215,354174.5612,362186.3537,381702.3335,391387.2088,411616.9339,424871.3613,437744.4499,413655.5116,428352.7801,438423.3689,436646.2367,489391.8158,439509.5408,448361.4418,457781.2326,467845.0997,478374.9172,NA
DEU,GDP-PPP,1093138.756,1151825.625,1211844.413,1246688.437,1342307.786,1417953.275,1458473.955,1443756.204,1527080.23,1658544.543,1750894.484,1805744.751,1883397.939,1973377.029,1990941.441,1973685.176,2071367.956,2140701.159,2205104.001,2296623.829,2328979.323,2341305.226,2332060.799,2368730.359,2435598.381,2492297.534,2549304.835,2585049.952,2680883.847,2785345.872,2931715.967,3081475.686,3140734.822,3110054.559,3184443.708,3233616.184,3259673.403,3318091.992,3384916.135,3448798.343,3549244.697,3608924.128,3601779.402,3576562.743,3618590.507,3645067.994,3784179.896,3896814.313,3934219.021,3710211.029,3865293.491,4017013.708,4033824.814,4051476.48,4140995.613,4202776.431,4296498.34,4411654.426,4454943.018,4502854.666,4330540.833,4467551.348,4548244.66,4534375.489,4790664.708,4541178.018,4601402.199,4668180.308,4720224.234,4759420.019,NA
DEV,GDP-PPP,9347690.3082,9787673.775,10358409.61,10891315.16,11597559.387,12223551.115,12908094.296,13388931.41,14199771.209,15038868.424,15473049.708,16058167.442,16921058.56,17976137.252,18167113.771,18169612.426,19049174.728,19761248.183,20624277.105,21432275.697,21708522.533,22126164.841,22169047.646,22889004.983,23964048.816,24841338.354,25636539.931,26590992.015,27853309.977,28946636.742,29790086.387,30267574.289,30942185.701,31332247.601,32367585.115,33289659.347,34280845.347,35475452.439,36462395.927,37766222.453,39310244.269,39917940.02,40534942.242,41331123.466,42643671.67,43804949.666,45110664.31,46297822.121,46419158.146,44865666.293,46244540.349,47034187.609,47556721.87,48250061.378,49256844.178,50417503.233,51333138.079,52638070.167,53815881.325,54739239.554,52607930.582,55569591.303,57002056.701,57888342.298,64130324.585,58884737.437,59914956.496,60967966.319,62019080.122,63082302.702,NA
DJI,GDP-PPP,1241.07565,1266.461288,1328.985175,1392.449271,1455.443262,1512.325896,1575.319888,1637.843774,1706.949123,1801.910214,2047.304718,2175.643223,2245.68878,2360.864361,2277.65588,2533.862785,2757.632486,2424.798562,2239.577423,2360.864361,2441.13375,2511.926628,2554.629381,2585.284934,2600.796643,2595.59505,2564.447909,2577.270149,2610.365111,2573.133279,2523.60907,2415.658748,2429.231792,2265.247866,2234.436567,2156.653718,2076.156259,2050.921178,2053.253586,2113.200378,2128.272826,2166.434149,2236.494574,2307.760402,2371.882008,2445.676245,2563.678423,2692.294036,2848.594737,2894.635285,3014.68567,3234.539575,3391.163677,3560.743421,3812.186858,4099.096192,4391.092537,4630.762385,4851.854287,5120.895944,5188.305537,5422.938755,5592.342311,5983.166469,8369.950317,6372.841689,6755.710908,7127.957312,7519.998567,7933.597028,NA
DMA,GDP-PPP,292.5746444,291.1044201,284.9294779,298.1614969,326.6838492,336.3873299,320.2148621,327.8600287,320.8029518,331.9766569,330.3084324,323.3018899,338.3159096,370.6794631,381.6897441,363.3392757,372.0140426,330.3084324,365.1088892,298.0775059,337.9697618,374.569626,390.0306747,400.0010991,416.7877325,422.7100079,452.6097937,481.1584331,518.7687738,517.7772173,545.830302,553.1868117,564.4133001,576.6126088,576.8114333,594.2937953,612.7418767,626.1341329,649.7658555,652.06654,667.3263272,666.9002744,648.0403421,689.2112336,710.2369338,714.8951098,748.2053293,795.7386076,852.4036153,842.4339824,848.1004831,846.2045487,837.2432404,828.8713051,868.274078,844.5571449,867.8977314,810.4516272,839.2030828,885.3800935,738.370613,789.248405,833.8277181,873.6014423,1066.788103,913.3751665,952.4386456,983.6894289,1012.099232,1041.929525,NA
DNK,GDP-PPP,82369.92642,87624.51374,92589.6895,93179.40013,101816.826,106455.1434,109372.9735,115421.7035,121831.1592,129761.4518,131833.5374,135795.1292,141131.0426,146907.4605,145258.5798,143142.6773,151623.3177,154459.1151,157897.851,164007.0954,163214.963,162127.7489,168101.464,172465.4995,179650.6503,186843.4158,196006.5509,196504.9286,196478.2016,197745.8546,200663.0896,203459.5986,207441.3158,207463.4865,218526.3996,225142.4768,231671.834,239226.398,244532.819,251741.701,261174.1166,263323.9784,264551.9785,265583.8862,272670.2462,279041.5727,289960.4915,292596.9245,291098.7798,276815.8796,281995.0794,285764.7268,286411.9839,289085.1843,293766.6113,300648.3623,310407.2782,319166.1538,325516.0833,330377.6234,322367.5759,344432.0959,353839.1374,360254.7395,394974.8253,367929.6369,373388.1931,378839.7419,384143.5139,389521.5635,NA
DOM,GDP-PPP,10034.66008,9802.533431,11473.59492,12219.71163,13046.35864,11417.93382,12955.16962,13386.25837,13418.23285,14879.67242,17591.74312,19504.2235,21531.5245,24308.17902,25767.13233,27105.28479,28928.96159,30370.13996,31020.26889,32425.92111,35009.85798,36508.2335,37128.40202,38846.68454,39333.39309,38498.52806,39854.4436,43886.66407,44832.84446,46805.73118,44252.80038,44670.60828,49683.06719,53341.98315,54729.06368,57840.64669,61298.2594,66744.77468,71226.3377,75457.21716,78974.85324,80917.25268,84554.56686,83416.71083,85560.63231,93627.49145,102217.2103,109797.5892,113321.5475,114393.7452,123933.7844,127817.1541,131290.4164,137691.0935,147398.954,157609.3073,168104.8267,175949.7825,188235.5246,197745.4995,184456.5286,207093.0158,217154.2656,222384.5737,299359.0078,234287.208,245889.378,258287.6166,271311.1012,284988.8918,NA
DZA,GDP-PPP,67190.84839,58049.23694,46622.22037,62620.04262,66276.68553,70390.41194,67008.1731,73342.43062,81260.6544,88113.59315,95922.79878,85053.0966,108378.0319,112510.6773,120943.2599,127045.2606,137700.2372,144941.3226,158297.4273,170134.6344,171479.7306,176624.1158,187928.0665,198076.1878,209168.4475,216907.6743,217775.3071,216250.8854,214088.3646,223508.2573,225296.3247,222592.7675,226599.4424,221840.8524,219844.2924,228198.364,237554.4935,240167.5927,252416.1486,260493.4693,270392.22120000003,278503.9878,294100.8147,315275.1998,328831.5099,348233.6637,354152.3005,366193.9546,374982.3184,380982.1475,394698.0423,406143.3532,419954.439,431713.3201,448116.9592,464696.9815,479569.1664,485801.3733,491633.2184,496549.5506,471223.1605,487246.0359,502837.7522,523875.4693,612268.2387,544036.1248,560923.2652,575063.1154,587203.1908,599586.0977,NA
E15,GDP-PPP,4268102.3119,4507442.8691,4735726.4176,4970402.8703,5275597.4584,5519103.0063,5734835.8411,5923300.147,6257609.4274,6665163.4016,7011443.243,7266389.4301,7609645.6432,8079637.7016,8263738.8611,8200451.9433,8583613.3401,8825587.1342,9107897.789,9457028.3153,9608721.7487,9638275.1366,9727716.3325,9901762.5086,10141685.49,10405800.824,10682154.115,10997499.064,11481839.807,11915356.143,12279020.195,12531106.077,12682199.811,12645690.709,12986888.002,13307337.231,13548336.87,13954487.334,14384028.914,14817081.707,15402088.718,15742757.474,15908968.786,16075594.177,16448712.364,16746409.663,17262431.766,17746962.99,17789290.45,16995231.455,17368982.446,17634884.438,17529275.406,17544048.244,17839840.565,18216356.4,18559811.272,19040383.154,19359570.955,19661332.655,18322917.707,19490708.361,20186641.156,20281656.163,21876907.994,20431779.669,20732191.412,21037846.375,21325639.135,21608395.442,NA
E28,GDP-PPP,4757531.7808,5022972.6454,5275335.0195,5531118.5706,5876640.4989,6171301.3113,6431603.6824,6651886.4872,7022741.182,7453959.664,7845993.959,8165004.131,8577221.189,9133144.927,9412608.263,9428190.887,9896335.275,10225766.599,10578871.04,10959404.889,11107796.976,11112856.123,11214004.197,11442647.587,11717320.989,12002551.343,12330904.948,12677993.16,13190793.651,13633013.903,13902304.336,13992321.805,14094820.645,14062607.948,14461138.678,14859934.61,15170643.746,15605916.656,16078537.392,16541827.493,17196579.68,17593030.345,17827313.468,18070718.441,18562754.503,18965444.732,19626989,20262406.81,20409891.954,19527571.683,19933134.031,20289480.608,20206467.309,20237272.479,20619755.525,21108024.256,21532593.781,22169108.352,22645112.207,23077529.586,21621419.997,23004546.02,23850741.098,23966986.645,26256114.195,24208097.057,24626554.338,25051697.944,25458403.395,25862632.932,NA
ECU,GDP-PPP,22694.17296,23857.11654,25030.68316,25557.92152,27451.05947,28350.10432,28253.84844,29559.47967,30123.89973,31530.45629,33697.20697,35817.6395,37614.83996,42862.36672,47666.59922,52896.65189,56809.51648,57721.21952,61015.26847,63293.60813,65640.9674,69325.3057,69751.54912,69516.57794,71341.57807,74148.87018,76717.96727,76519.19201,81026.52998,81841.47695,84853.17296,88494.51315,90365.56209,92148.6717,96072.59294,98236.67495,99937.88613,104263.0627,107668.8463,102566.0043,103685.8215,107849.4604,112267.8119,115324.7267,124794.0641,131397.3028,137183.4177,140187.8223,149099.7453,149944.3828,155230.3701,167444.1144,176891.2478,185641.1933,192674.8941,192865.3968,190500.1265,195011.0506,197526.5077,197549.8169,182165.6646,189880.8381,195477.2357,199943.2181,227863.3766,206398.9863,208147.4254,212290.235,216946.2504,222283.5907,NA
EGY,GDP-PPP,76922.05186,80892.08677,84027.15401,92865.20789,103551.7436,108640.3201,114122.7493,115041.7388,113193.257,119169.3148,125841.0268,130946.8331,134948.1501,139680.5525,141858.0865,154538.9896,175061.2875,190822.1327,207287.7312,216714.5338,238410.5389,255930.2658,281285.7153,295615.554,324425.5444,343214.6686,359498.5762,373277.2673,393663.1174,413035.8994,436440.8881,441352.2976,461092.6775,474470.205,493320.0129,516224.7654,541975.5585,571743.3995,603622.0855,640162.0629,680938.889,705010.8592,721863.5122,744916.0618,775400.15,810071.8212,865510.8722,926858.0154,993188.5719,1039604.424,1093114.534,1112403.943,1137169.423,1162022.064,1195905.485,1248191.532,1302444.417,1356901.944,1429239.124,1508594.769,1562150.355,1613557.2,1719853.593,1784524.913,2352801.163,1837454.517,1919050.249,2009853.036,2111599.948,2227441.874,NA
EM1,GDP-PPP,1566601.8438,1640562.0483,1705851.982,1772645.6065,1916934.097,2025421.8628,2121271.8537,2208256.8448,2348498.3057,2471114.5758,2631357.5504,2744069.7981,2857885.1651,3022314.8669,3196989.8862,3317455.2804,3497138.6076,3668600.2863,3848790.5465,4089719.7311,4306362.2861,4530149.3702,4600771.964,4662264.2874,4867603.7679,4947235.6609,5074059.9063,5292153.0728,5493935.7828,5703453.3655,6001392.716,6258486.6104,6577301.7643,6933898.075,7229225.2576,7458704.861,7916243.6996,8339119.2174,8337462.6501,8458241.3177,8864658.0459,8939302.8615,9150936.2887,9556773.6639,10118126.369,10659211.423,11297004.165,11919720.057,12348476.753,12260678.633,13039242.59,13723410.377,14337184.885,14938159.573,15468087.555,16115076.222,16663848.126,17404195.741,18054944.19,18574216.452,17946807.529,19000621.455,19989022.118,20683503.759,26090209.28,21365259.415,22197195.173,23100331.729,24053059.176,25049527.274,NA
