date,A_mean,A_p025,A_p16,A_p50,A_p84,A_p975,HL_mean,HL_p025,HL_p16,HL_p50,HL_p84,HL_p975
2019-09-30,0.05232342469015418,0.02334825318462085,0.028072273196212597,0.03837106484093017,0.054475489034314414,0.20448281481929673,3.574571428571428,3.0715476190476187,3.2302857142857144,3.5595238095238093,3.8998095238095236,4.129047619047619
2019-12-31,0.4170155352501284,0.18154189698334658,0.34138236850682124,0.4345956066873664,0.5095756478012702,0.5761309485099299,0.40009523809523806,0.09845238095238094,0.28495238095238096,0.4023809523809524,0.5238095238095238,0.6591666666666666
2020-03-31,0.19665181934324483,-0.07002448514391563,0.026376564051069813,0.24039069929196336,0.3054013752817785,0.33243310171891416,0.3612380952380952,0.0830952380952381,0.2017142857142857,0.3738095238095238,0.5300952380952381,0.6679761904761903
2020-06-30,0.36726158588383045,0.14767244362474005,0.2617423360809288,0.4104286852773999,0.4525356229654888,0.5178996811527603,0.7742857142857144,0.2719047619047619,0.5834285714285714,0.7785714285714286,0.988,1.1227380952380952
2020-09-30,-0.7298515557592286,-1.5054646299675902,-1.097480892900582,-0.654081650491224,-0.37339155062921175,-0.29409380756569736,0.009238095238095238,0.0,0.0,0.004761904761904762,0.014285714285714285,0.04178571428571428
2020-12-31,-0.8420771756229081,-1.172527452769823,-1.011050177801924,-0.9111286464086623,-0.615793199063651,-0.3930133472453858,0.055047619047619054,0.01904761904761905,0.023809523809523808,0.05238095238095238,0.08571428571428572,0.11476190476190473
2021-03-31,0.4763418195945942,0.4638490373139725,0.4753087967156224,0.47747770077631585,0.4788045441873913,0.4797719949593593,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-30,0.29093638671639216,0.29056520824486104,0.2905949854858325,0.2907451448949914,0.29116984877726315,0.2922488978957839,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-30,0.16039882068691633,0.15980495373996287,0.16014991829983238,0.16032557792645838,0.16071518089809952,0.1609692829070025,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-31,0.16171263771536687,0.03701347156467973,0.12692484343944102,0.14348855561506624,0.18190961658924423,0.47064832516245814,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-31,0.826494819450775,0.6965729753543456,0.7551808921864552,0.8491192788316007,0.8829408577470546,0.8968239603893202,0.17276190476190473,0.07416666666666667,0.1603809523809524,0.17142857142857143,0.1912380952380952,0.25547619047619047
2022-06-30,0.8400179588924709,0.7529922322999408,0.7876112945184203,0.8480878817430607,0.8929984542710462,0.9111441453884229,0.0013333333333333335,0.0,0.0,0.0,0.0007619047619047458,0.009523809523809525
2022-09-30,0.9408684421803075,0.8882041733888456,0.9229662104574023,0.9481294640762045,0.9589523394199805,0.966405968116577,0.07657142857142857,0.04023809523809524,0.06666666666666667,0.0761904761904762,0.08647619047619046,0.10845238095238094
2022-12-31,0.09655560533115783,-0.03574552261918826,0.01642350702821873,0.08653813896324682,0.19316707876745864,0.25662001551054175,0.9243809523809524,0.6192857142857143,0.765904761904762,0.9190476190476191,1.0952380952380953,1.131190476190476
2023-03-31,0.23623242103521055,0.02769137875440494,0.11181772609780956,0.25380213718711264,0.35164119562397056,0.43456773820523015,1.0345714285714285,0.779047619047619,0.9230476190476191,1.019047619047619,1.172952380952381,1.233809523809524
2023-06-30,0.12497029680966644,-0.2850682860167307,-0.03646716125217492,0.17556416184672996,0.33164017894901215,0.39465436915441277,1.0958095238095238,0.7625,0.9142857142857143,1.1023809523809525,1.2380952380952381,1.3690476190476188
2023-09-30,0.1254916209212384,-0.2389272598317187,-0.03968657458195237,0.127915907392539,0.29572921735005736,0.3790086211488859,1.1970476190476191,0.8557142857142858,1.0333333333333334,1.2142857142857142,1.3674285714285714,1.426904761904762
2023-12-31,0.07328639935375011,-0.4922623108661112,-0.0772382542834418,0.10960913981774853,0.2570698719214077,0.39578717320007034,1.2503809523809526,0.8642857142857143,0.9786666666666666,1.2261904761904763,1.5196190476190474,1.629047619047619
2024-03-31,0.12060135421352397,-0.2742322262805789,-0.03885786047109684,0.13913144128723487,0.265280940872944,0.47143123401447373,1.2969523809523809,0.9847619047619047,1.1398095238095238,1.2809523809523808,1.4649523809523808,1.6232142857142857
2024-06-30,0.10301390898032016,-0.2552037632283649,-0.04287547058052718,0.15225120751661553,0.24344071014693286,0.3229773557220536,1.2818095238095237,1.0075,1.1222857142857143,1.2833333333333332,1.4323809523809523,1.5708333333333333
2024-09-30,0.0013914910792935415,-0.5846488690335102,-0.10114235378683979,0.019108529523003355,0.19760525144226485,0.28338139127445333,1.3800952380952378,1.0334523809523808,1.192952380952381,1.3595238095238096,1.553904761904762,1.766547619047619
2024-12-31,0.006449148854874222,-0.3766897804856699,-0.17654000136257034,0.01784855891951125,0.19215616319888157,0.3713390705968291,1.3879047619047618,0.9883333333333333,1.2137142857142857,1.3857142857142857,1.6047619047619048,1.7516666666666665
